id_orden,id_cliente,id_empleado,id_tienda,id_metodo_pago,fecha_orden,estado
2971,333,2,7,1,2023-09-24 21:38:00,Completada
1739,175,16,18,3,2023-09-24 22:38:00,Enviada
2521,156,16,5,4,2023-09-25 08:11:00,Completada
1142,440,19,20,1,2023-09-25 11:18:00,Cancelada
4382,30,3,8,3,2023-09-25 15:40:00,Completada
1481,438,2,2,3,2023-09-25 15:58:00,Completada
1018,415,10,3,2,2023-09-25 17:54:00,Completada
4051,287,25,20,3,2023-09-25 18:47:00,Devuelta
2078,390,12,20,5,2023-09-25 20:08:00,Completada
3469,419,21,20,3,2023-09-25 20:12:00,Completada
4250,164,3,19,3,2023-09-26 13:18:00,Completada
3068,401,25,13,2,2023-09-26 13:42:00,Pendiente
1900,71,25,15,6,2023-09-26 16:53:00,Completada
421,340,13,1,1,2023-09-26 17:24:00,Completada
2754,148,8,20,2,2023-09-26 22:01:00,Completada
149,474,4,16,4,2023-09-26 22:18:00,Completada
2209,383,15,3,3,2023-09-27 11:00:00,Completada
2136,38,5,12,5,2023-09-27 11:41:00,Completada
4024,87,17,18,4,2023-09-28 14:02:00,Devuelta
2647,450,25,13,3,2023-09-28 15:22:00,Completada
1354,277,5,8,1,2023-09-28 18:11:00,Completada
1024,127,17,10,5,2023-09-28 22:41:00,Completada
2657,139,12,2,5,2023-09-28 22:50:00,Completada
1003,500,25,4,3,2023-09-29 11:09:00,Completada
2295,245,14,17,2,2023-09-29 11:46:00,Enviada
1547,282,18,6,2,2023-09-29 19:41:00,Completada
3267,140,10,2,1,2023-09-29 20:08:00,Completada
3641,314,16,17,4,2023-09-30 13:11:00,Completada
1044,425,24,18,4,2023-09-30 18:43:00,Completada
732,21,24,3,1,2023-09-30 18:55:00,Completada
1542,312,21,2,1,2023-10-01 10:26:00,Completada
2974,486,24,6,3,2023-10-01 12:11:00,Completada
3966,156,24,15,6,2023-10-01 16:22:00,Pendiente
3343,349,5,12,4,2023-10-01 18:59:00,Completada
4178,427,12,15,2,2023-10-01 22:07:00,Completada
1423,245,2,5,3,2023-10-02 13:57:00,Completada
768,164,22,16,4,2023-10-02 14:15:00,Completada
680,30,6,19,1,2023-10-02 21:32:00,Completada
2233,94,9,18,1,2023-10-03 09:44:00,Completada
2842,192,12,2,3,2023-10-03 12:45:00,Cancelada
1323,175,11,14,3,2023-10-03 12:47:00,Completada
1906,208,25,13,2,2023-10-04 19:34:00,Completada
885,282,18,4,2,2023-10-05 12:00:00,Completada
2733,131,5,5,1,2023-10-05 13:10:00,Completada
2189,317,17,4,4,2023-10-05 14:26:00,Completada
253,270,3,11,3,2023-10-05 14:29:00,Completada
529,105,23,7,5,2023-10-05 21:04:00,Completada
2966,310,7,20,1,2023-10-06 08:25:00,Completada
2385,322,18,3,6,2023-10-06 09:08:00,Completada
890,135,23,11,2,2023-10-06 12:20:00,Completada
1224,283,10,6,1,2023-10-07 10:46:00,Completada
968,231,18,19,5,2023-10-07 11:52:00,Completada
1917,219,10,8,6,2023-10-07 13:18:00,Completada
3594,454,20,4,3,2023-10-07 13:42:00,Completada
3953,124,15,8,5,2023-10-07 15:31:00,Completada
3695,474,13,16,2,2023-10-07 19:30:00,Completada
163,431,24,4,2,2023-10-07 21:04:00,Pendiente
2713,431,13,11,1,2023-10-08 11:11:00,Completada
1043,264,14,17,5,2023-10-08 14:49:00,Completada
1443,88,2,1,5,2023-10-08 14:53:00,Completada
225,333,3,2,2,2023-10-08 18:06:00,Completada
611,417,19,17,1,2023-10-08 19:21:00,Completada
452,41,17,10,2,2023-10-09 08:18:00,Completada
662,67,20,3,4,2023-10-09 08:35:00,Completada
416,424,21,4,6,2023-10-09 10:04:00,Completada
2160,312,22,11,6,2023-10-09 10:12:00,Completada
2530,74,7,14,3,2023-10-09 13:53:00,Completada
3461,44,19,15,4,2023-10-09 14:41:00,Completada
520,332,2,12,4,2023-10-09 16:23:00,Completada
1089,213,20,5,3,2023-10-09 19:00:00,Completada
3421,14,16,9,2,2023-10-09 20:02:00,Pendiente
4754,19,14,7,3,2023-10-10 09:28:00,Completada
4185,369,4,20,6,2023-10-10 09:44:00,Completada
3178,293,6,16,1,2023-10-10 09:54:00,Pendiente
4593,367,20,6,6,2023-10-10 13:56:00,Completada
4878,279,25,13,5,2023-10-10 17:16:00,Enviada
961,462,4,3,2,2023-10-10 17:24:00,Enviada
4714,245,4,19,2,2023-10-10 20:04:00,Completada
3514,194,3,20,4,2023-10-10 21:48:00,Completada
4412,135,23,3,4,2023-10-11 11:05:00,Enviada
2050,331,17,11,4,2023-10-11 12:23:00,Completada
2137,341,13,12,6,2023-10-11 17:34:00,Completada
1466,456,4,20,6,2023-10-11 18:41:00,Completada
435,353,18,6,1,2023-10-11 21:16:00,Completada
2609,187,11,7,3,2023-10-11 21:45:00,Completada
3767,272,20,9,6,2023-10-12 08:38:00,Completada
4472,413,23,4,3,2023-10-12 09:20:00,Completada
1706,88,20,19,1,2023-10-12 15:10:00,Completada
454,344,21,14,4,2023-10-12 20:45:00,Enviada
2358,139,14,5,5,2023-10-12 22:37:00,Completada
4181,390,3,10,3,2023-10-13 12:29:00,Completada
905,201,14,18,4,2023-10-13 18:19:00,Completada
4607,439,22,2,5,2023-10-13 18:49:00,Completada
993,456,18,1,3,2023-10-13 20:13:00,Completada
2505,318,11,9,2,2023-10-14 08:12:00,Enviada
1165,310,19,19,5,2023-10-14 09:00:00,Completada
4674,489,3,7,2,2023-10-14 12:50:00,Completada
1374,428,2,4,1,2023-10-14 19:01:00,Completada
3228,472,11,3,5,2023-10-14 19:24:00,Completada
4196,376,20,8,4,2023-10-14 19:33:00,Completada
3334,378,9,17,3,2023-10-14 19:35:00,Completada
1052,139,25,10,6,2023-10-14 20:07:00,Enviada
847,294,24,17,3,2023-10-14 20:44:00,Completada
1668,149,23,15,5,2023-10-14 22:34:00,Completada
4267,435,5,17,2,2023-10-15 09:36:00,Completada
2922,337,17,16,3,2023-10-15 11:07:00,Completada
1684,480,18,14,4,2023-10-15 15:10:00,Completada
3598,468,13,14,4,2023-10-15 15:52:00,Completada
4707,50,2,9,1,2023-10-15 22:00:00,Completada
1237,153,17,13,5,2023-10-16 13:47:00,Completada
4246,54,19,1,1,2023-10-16 20:45:00,Cancelada
1635,452,24,11,5,2023-10-17 09:02:00,Devuelta
2105,37,5,9,6,2023-10-17 19:44:00,Pendiente
405,283,24,16,6,2023-10-17 22:22:00,Completada
4783,329,10,17,1,2023-10-18 08:15:00,Completada
4543,171,5,11,4,2023-10-18 08:42:00,Completada
927,398,7,19,4,2023-10-18 13:19:00,Completada
1219,465,25,6,5,2023-10-18 20:07:00,Completada
3319,360,9,5,3,2023-10-19 13:34:00,Completada
2186,97,18,5,4,2023-10-19 15:53:00,Completada
1209,378,14,20,2,2023-10-19 17:12:00,Completada
2762,340,16,16,6,2023-10-19 19:14:00,Completada
1045,390,1,19,4,2023-10-20 09:33:00,Completada
3257,105,19,14,4,2023-10-20 10:50:00,Completada
4843,13,17,20,4,2023-10-21 08:20:00,Completada
205,409,10,2,5,2023-10-21 11:29:00,Completada
4186,426,17,11,2,2023-10-21 14:46:00,Completada
327,64,1,20,1,2023-10-21 17:42:00,Completada
753,338,19,17,3,2023-10-21 18:33:00,Completada
3782,356,11,17,2,2023-10-21 21:33:00,Completada
4388,12,4,19,3,2023-10-22 18:01:00,Completada
2383,173,20,3,3,2023-10-22 19:56:00,Completada
608,118,17,4,1,2023-10-23 11:38:00,Completada
184,418,3,19,5,2023-10-23 14:55:00,Enviada
765,5,25,14,6,2023-10-23 20:29:00,Completada
841,369,9,9,4,2023-10-23 20:52:00,Completada
4182,430,11,14,4,2023-10-23 21:54:00,Completada
3429,241,25,17,4,2023-10-24 08:15:00,Completada
274,124,17,3,2,2023-10-24 10:34:00,Completada
2204,471,3,19,2,2023-10-24 10:49:00,Completada
2939,444,7,1,3,2023-10-24 13:30:00,Completada
4316,253,21,2,6,2023-10-24 13:42:00,Completada
1772,390,17,5,2,2023-10-25 15:59:00,Completada
2438,295,11,9,1,2023-10-25 16:55:00,Completada
3116,481,24,12,2,2023-10-25 18:15:00,Completada
2142,202,25,15,5,2023-10-25 18:59:00,Enviada
878,57,19,15,4,2023-10-26 09:10:00,Completada
3425,143,1,13,6,2023-10-26 10:30:00,Completada
2146,455,5,2,5,2023-10-26 19:01:00,Completada
3820,95,19,1,1,2023-10-26 19:42:00,Completada
3192,465,24,2,3,2023-10-26 20:00:00,Enviada
2777,181,8,2,1,2023-10-26 21:47:00,Completada
1948,100,16,2,2,2023-10-27 08:17:00,Pendiente
650,486,10,14,6,2023-10-27 12:02:00,Completada
372,157,14,2,2,2023-10-27 12:12:00,Completada
2732,166,13,11,6,2023-10-27 13:29:00,Completada
4026,317,19,10,3,2023-10-27 14:01:00,Cancelada
1686,214,4,14,5,2023-10-27 19:46:00,Completada
3919,303,23,13,2,2023-10-27 21:51:00,Cancelada
1719,126,18,11,4,2023-10-28 08:10:00,Completada
4159,137,25,15,6,2023-10-28 13:09:00,Completada
3205,284,24,11,4,2023-10-28 19:25:00,Completada
3233,290,14,20,1,2023-10-28 19:27:00,Completada
4554,284,10,6,4,2023-10-28 20:06:00,Completada
1293,143,4,6,6,2023-10-29 09:48:00,Completada
4583,432,12,15,2,2023-10-29 15:43:00,Completada
3819,106,15,4,4,2023-10-29 17:18:00,Completada
2680,395,20,7,3,2023-10-29 20:36:00,Completada
371,276,17,12,5,2023-10-30 11:06:00,Completada
3716,465,11,13,1,2023-10-30 12:38:00,Completada
3851,245,15,13,4,2023-10-30 14:27:00,Completada
1218,175,24,8,6,2023-10-30 17:45:00,Completada
272,73,10,5,6,2023-10-30 20:57:00,Completada
1299,59,3,12,4,2023-10-30 21:38:00,Completada
2097,123,5,3,3,2023-10-30 21:53:00,Completada
2219,372,14,2,2,2023-10-31 08:41:00,Enviada
293,308,10,9,3,2023-10-31 09:08:00,Completada
3037,481,20,11,4,2023-10-31 09:22:00,Completada
2644,383,13,10,3,2023-10-31 15:09:00,Completada
1307,394,14,12,4,2023-10-31 17:37:00,Completada
3029,114,21,17,1,2023-11-01 08:14:00,Completada
4023,493,14,5,5,2023-11-01 11:07:00,Completada
1677,443,16,3,5,2023-11-01 13:25:00,Completada
2483,313,7,16,3,2023-11-01 18:40:00,Completada
4158,412,6,11,3,2023-11-01 20:41:00,Completada
2984,237,2,8,3,2023-11-02 09:23:00,Completada
2360,430,10,19,3,2023-11-02 15:34:00,Completada
613,167,12,11,1,2023-11-02 17:57:00,Completada
2556,163,6,20,1,2023-11-02 18:54:00,Pendiente
2515,222,19,6,4,2023-11-02 19:37:00,Completada
3270,87,9,6,1,2023-11-02 21:46:00,Cancelada
2595,458,7,17,4,2023-11-02 22:36:00,Completada
712,397,20,9,2,2023-11-03 10:20:00,Cancelada
2068,321,9,3,2,2023-11-03 13:32:00,Completada
1854,167,18,16,6,2023-11-03 15:51:00,Completada
458,423,10,7,5,2023-11-03 16:46:00,Enviada
1734,337,14,6,2,2023-11-03 17:06:00,Devuelta
4239,498,3,13,6,2023-11-04 08:37:00,Completada
2203,76,16,15,1,2023-11-04 10:55:00,Devuelta
1108,140,19,8,2,2023-11-04 10:59:00,Completada
404,218,25,14,6,2023-11-04 13:05:00,Completada
4855,366,6,19,1,2023-11-04 14:48:00,Completada
4584,487,11,4,6,2023-11-04 16:18:00,Completada
4848,189,22,1,4,2023-11-04 22:37:00,Completada
4151,346,17,12,3,2023-11-04 22:42:00,Completada
1943,352,1,10,5,2023-11-05 08:31:00,Enviada
1397,187,17,13,4,2023-11-05 10:12:00,Completada
808,75,3,9,2,2023-11-06 08:13:00,Completada
4148,500,17,16,5,2023-11-06 10:27:00,Completada
3027,127,6,11,5,2023-11-06 16:54:00,Completada
2421,348,12,5,1,2023-11-06 18:28:00,Completada
3197,494,18,1,3,2023-11-06 22:36:00,Pendiente
4672,85,9,17,2,2023-11-07 13:41:00,Completada
631,476,2,9,4,2023-11-07 14:44:00,Completada
4954,500,23,19,3,2023-11-07 15:52:00,Completada
4242,367,22,6,6,2023-11-07 18:29:00,Completada
1049,320,12,2,5,2023-11-07 22:26:00,Completada
179,419,23,4,3,2023-11-08 15:02:00,Completada
4409,438,11,11,2,2023-11-09 11:55:00,Completada
1078,218,21,2,6,2023-11-09 12:05:00,Completada
2134,385,1,8,4,2023-11-09 14:19:00,Completada
3690,333,25,7,4,2023-11-09 16:46:00,Completada
1656,185,11,1,6,2023-11-09 17:36:00,Completada
4,92,22,4,4,2023-11-09 19:13:00,Completada
4379,95,12,18,3,2023-11-10 08:39:00,Completada
1439,39,21,14,3,2023-11-10 11:44:00,Completada
3050,328,8,20,6,2023-11-11 08:05:00,Completada
1613,318,24,1,2,2023-11-11 08:29:00,Pendiente
2665,389,4,3,4,2023-11-11 10:15:00,Completada
3539,230,6,19,6,2023-11-11 13:36:00,Completada
3986,173,4,3,4,2023-11-11 14:07:00,Devuelta
3605,490,6,8,3,2023-11-11 15:22:00,Completada
3065,2,1,11,4,2023-11-12 09:19:00,Completada
422,312,17,8,3,2023-11-12 10:11:00,Cancelada
562,321,7,3,2,2023-11-12 10:42:00,Completada
2290,432,13,18,5,2023-11-12 11:21:00,Completada
3299,25,4,19,1,2023-11-12 12:26:00,Completada
2380,116,16,18,6,2023-11-12 12:55:00,Completada
860,349,10,5,5,2023-11-12 14:45:00,Completada
156,417,4,12,6,2023-11-12 15:59:00,Pendiente
2001,419,2,4,6,2023-11-12 17:18:00,Completada
861,214,6,6,3,2023-11-12 19:24:00,Completada
907,257,9,11,6,2023-11-12 19:27:00,Completada
1976,301,12,6,5,2023-11-12 19:34:00,Completada
2427,48,6,20,2,2023-11-12 21:31:00,Completada
2048,314,16,6,2,2023-11-13 09:02:00,Completada
185,66,7,3,2,2023-11-13 09:30:00,Completada
4132,173,10,6,5,2023-11-13 11:03:00,Completada
4638,28,19,18,2,2023-11-13 12:40:00,Devuelta
2749,456,7,7,2,2023-11-13 16:14:00,Completada
256,215,20,19,5,2023-11-13 22:26:00,Completada
1582,483,5,4,2,2023-11-14 08:09:00,Pendiente
4596,458,1,14,1,2023-11-14 09:45:00,Completada
1971,25,14,20,5,2023-11-14 13:49:00,Completada
1991,288,21,16,5,2023-11-14 15:18:00,Completada
3079,171,12,6,3,2023-11-14 22:31:00,Completada
1896,433,18,8,2,2023-11-15 09:41:00,Completada
335,276,15,11,6,2023-11-15 10:48:00,Pendiente
4293,230,7,12,2,2023-11-15 15:09:00,Completada
2676,409,12,15,4,2023-11-16 08:47:00,Completada
4200,317,16,9,1,2023-11-16 08:56:00,Enviada
111,325,21,11,4,2023-11-17 08:26:00,Enviada
2847,60,22,8,6,2023-11-17 16:03:00,Completada
3151,499,11,1,1,2023-11-17 17:31:00,Completada
2123,88,6,18,6,2023-11-18 08:22:00,Completada
4209,51,25,4,2,2023-11-18 12:05:00,Completada
3249,195,22,4,4,2023-11-18 16:23:00,Completada
1493,323,4,14,3,2023-11-18 16:54:00,Enviada
3173,486,8,12,3,2023-11-18 19:18:00,Completada
332,149,16,10,2,2023-11-19 13:19:00,Completada
535,266,2,19,5,2023-11-19 19:45:00,Pendiente
4191,328,15,19,6,2023-11-20 08:09:00,Completada
209,191,6,2,5,2023-11-20 09:28:00,Completada
4725,343,8,4,5,2023-11-20 12:04:00,Completada
3579,323,21,3,2,2023-11-20 12:56:00,Devuelta
2143,348,19,18,1,2023-11-20 13:04:00,Completada
663,75,24,7,2,2023-11-20 14:41:00,Completada
573,409,11,12,3,2023-11-20 15:26:00,Pendiente
1022,248,8,14,4,2023-11-20 15:29:00,Completada
2032,480,16,15,4,2023-11-20 16:38:00,Completada
3157,371,13,4,4,2023-11-21 10:52:00,Completada
4668,214,8,15,5,2023-11-21 13:32:00,Completada
1406,471,6,12,3,2023-11-21 15:50:00,Completada
4280,7,12,19,3,2023-11-21 17:25:00,Completada
1959,79,14,16,1,2023-11-21 18:46:00,Pendiente
1332,489,5,12,3,2023-11-22 09:19:00,Completada
4685,158,7,18,6,2023-11-22 11:06:00,Completada
4376,19,1,18,4,2023-11-22 13:13:00,Devuelta
3833,339,10,19,1,2023-11-23 08:35:00,Enviada
588,486,25,12,1,2023-11-23 15:32:00,Cancelada
3215,472,6,1,3,2023-11-24 08:01:00,Completada
513,147,17,8,5,2023-11-24 08:09:00,Completada
938,16,2,1,1,2023-11-24 13:35:00,Completada
2558,5,8,16,1,2023-11-24 18:59:00,Completada
586,73,8,3,5,2023-11-24 21:20:00,Completada
1990,416,10,8,2,2023-11-25 09:33:00,Completada
441,192,12,16,3,2023-11-25 12:28:00,Completada
4000,148,3,12,5,2023-11-25 18:12:00,Completada
2953,488,2,8,4,2023-11-25 22:28:00,Completada
1717,378,16,11,3,2023-11-26 10:40:00,Completada
1557,133,13,12,2,2023-11-26 12:43:00,Enviada
138,364,23,4,2,2023-11-26 13:26:00,Completada
4247,29,5,7,6,2023-11-26 16:33:00,Completada
4312,457,16,18,1,2023-11-26 19:27:00,Completada
2663,191,11,20,3,2023-11-26 19:34:00,Completada
3719,469,7,10,6,2023-11-27 08:07:00,Completada
1714,1,21,1,6,2023-11-27 18:53:00,Completada
3331,61,23,9,1,2023-11-27 19:34:00,Cancelada
1767,388,17,5,4,2023-11-28 09:13:00,Completada
4702,303,10,15,1,2023-11-28 14:52:00,Completada
3147,102,2,19,6,2023-11-28 17:13:00,Completada
434,380,4,10,4,2023-11-28 21:12:00,Completada
3706,63,15,3,6,2023-11-29 11:48:00,Completada
2748,75,13,3,1,2023-11-30 09:13:00,Completada
3243,360,17,14,5,2023-11-30 10:32:00,Completada
4585,94,24,15,4,2023-11-30 12:31:00,Completada
4339,17,17,8,5,2023-11-30 16:27:00,Completada
2731,222,21,19,3,2023-11-30 17:03:00,Completada
4113,435,1,13,4,2023-11-30 22:11:00,Enviada
1861,79,24,6,5,2023-12-01 08:13:00,Completada
3904,84,24,15,6,2023-12-01 14:29:00,Pendiente
1925,148,15,7,5,2023-12-01 19:47:00,Completada
40,8,20,9,1,2023-12-02 12:06:00,Completada
1090,405,12,16,3,2023-12-02 15:22:00,Completada
3844,472,2,5,5,2023-12-02 17:08:00,Completada
2194,35,10,17,2,2023-12-02 19:46:00,Completada
3195,247,22,9,5,2023-12-03 14:03:00,Enviada
1047,428,17,5,5,2023-12-03 15:22:00,Completada
2841,110,22,14,4,2023-12-03 15:27:00,Cancelada
1149,237,19,17,4,2023-12-03 15:29:00,Completada
936,123,7,9,6,2023-12-03 22:47:00,Completada
4217,269,13,5,6,2023-12-04 08:51:00,Completada
554,350,22,12,3,2023-12-04 10:20:00,Devuelta
2643,29,25,6,1,2023-12-04 12:07:00,Completada
3587,452,8,6,6,2023-12-04 12:13:00,Completada
1029,79,17,7,5,2023-12-05 08:25:00,Completada
1495,404,21,15,4,2023-12-05 09:48:00,Enviada
423,177,18,1,2,2023-12-06 19:28:00,Completada
1683,139,20,4,6,2023-12-06 20:32:00,Completada
3724,292,3,4,2,2023-12-06 21:27:00,Completada
3747,430,1,6,4,2023-12-07 09:18:00,Completada
4326,334,17,1,6,2023-12-07 17:24:00,Completada
3121,72,3,12,1,2023-12-07 22:09:00,Completada
1474,451,1,17,4,2023-12-08 09:08:00,Completada
4889,197,18,2,1,2023-12-08 09:08:00,Completada
1102,94,17,11,6,2023-12-08 13:10:00,Devuelta
4990,78,7,7,5,2023-12-08 16:13:00,Completada
2030,151,5,16,6,2023-12-08 20:11:00,Completada
1886,58,2,18,5,2023-12-09 10:54:00,Completada
2430,136,5,8,3,2023-12-09 11:36:00,Completada
2740,322,25,12,4,2023-12-09 16:20:00,Completada
3171,147,24,4,4,2023-12-09 18:07:00,Devuelta
1967,278,10,17,5,2023-12-09 20:17:00,Devuelta
1875,202,21,8,2,2023-12-10 18:51:00,Enviada
3622,175,14,5,5,2023-12-10 19:10:00,Cancelada
367,232,24,4,1,2023-12-11 09:32:00,Completada
996,148,4,12,2,2023-12-11 13:45:00,Completada
3040,461,24,3,5,2023-12-11 19:32:00,Completada
3320,151,15,3,1,2023-12-11 20:15:00,Completada
3852,415,10,14,3,2023-12-11 22:03:00,Completada
2982,412,11,5,1,2023-12-12 08:25:00,Devuelta
2812,11,20,12,6,2023-12-12 09:23:00,Completada
561,235,8,12,2,2023-12-12 17:37:00,Completada
1405,19,18,11,3,2023-12-12 17:48:00,Completada
3963,15,19,10,1,2023-12-12 18:59:00,Devuelta
3300,277,5,1,1,2023-12-13 08:39:00,Completada
4922,382,14,9,2,2023-12-13 12:58:00,Completada
2090,56,14,12,2,2023-12-13 13:39:00,Completada
876,184,15,11,1,2023-12-14 10:17:00,Completada
875,35,6,13,2,2023-12-14 18:24:00,Devuelta
2108,18,23,3,1,2023-12-15 08:18:00,Completada
2985,246,19,2,5,2023-12-15 17:07:00,Completada
2587,276,25,2,4,2023-12-15 17:35:00,Completada
1382,333,13,11,6,2023-12-15 21:42:00,Completada
4482,6,20,3,1,2023-12-15 22:08:00,Completada
1901,387,15,12,4,2023-12-16 08:02:00,Completada
3738,180,21,5,2,2023-12-16 10:23:00,Completada
1467,432,11,19,2,2023-12-16 13:22:00,Completada
3929,283,3,11,3,2023-12-16 13:48:00,Enviada
3789,231,14,16,3,2023-12-16 20:42:00,Completada
3600,368,4,10,3,2023-12-16 21:01:00,Devuelta
2524,110,25,9,2,2023-12-16 21:37:00,Completada
2313,103,3,1,4,2023-12-17 09:19:00,Enviada
4085,75,18,5,1,2023-12-17 11:02:00,Completada
4535,154,22,7,3,2023-12-17 20:13:00,Completada
3638,206,3,20,2,2023-12-18 12:06:00,Completada
3888,331,15,16,4,2023-12-18 14:42:00,Devuelta
360,15,1,16,1,2023-12-18 20:39:00,Enviada
2759,414,17,4,1,2023-12-19 19:19:00,Completada
1180,44,14,15,5,2023-12-20 13:13:00,Completada
3860,327,5,7,2,2023-12-20 18:47:00,Completada
1069,198,15,6,4,2023-12-20 20:30:00,Completada
2056,338,6,14,1,2023-12-21 15:52:00,Completada
638,395,9,9,2,2023-12-21 15:58:00,Completada
963,382,22,18,4,2023-12-21 16:10:00,Completada
4605,111,19,16,1,2023-12-21 17:27:00,Completada
1204,24,20,14,3,2023-12-22 10:15:00,Completada
2532,437,15,8,6,2023-12-22 13:04:00,Completada
3346,59,14,8,5,2023-12-22 14:35:00,Completada
2377,292,11,7,5,2023-12-22 15:08:00,Completada
110,283,4,6,5,2023-12-22 16:04:00,Completada
4202,409,1,16,2,2023-12-22 16:10:00,Cancelada
373,179,18,6,3,2023-12-22 17:09:00,Completada
3672,272,20,14,1,2023-12-22 17:35:00,Completada
1536,425,7,18,1,2023-12-22 19:52:00,Completada
1161,428,15,10,6,2023-12-23 08:25:00,Completada
3454,273,21,15,1,2023-12-23 11:56:00,Completada
1698,321,19,1,4,2023-12-23 14:41:00,Devuelta
1227,187,18,12,6,2023-12-23 19:35:00,Cancelada
4690,463,2,8,1,2023-12-23 19:57:00,Completada
536,398,20,17,2,2023-12-23 20:23:00,Completada
4827,388,2,2,2,2023-12-24 10:55:00,Completada
1837,334,4,16,3,2023-12-24 15:07:00,Enviada
1869,248,23,4,5,2023-12-24 20:18:00,Devuelta
3965,101,21,11,3,2023-12-25 09:23:00,Completada
2932,208,4,19,5,2023-12-25 11:17:00,Completada
4573,302,13,9,5,2023-12-25 12:58:00,Completada
3573,212,21,16,3,2023-12-25 14:15:00,Devuelta
671,475,12,17,3,2023-12-25 14:56:00,Completada
132,60,11,18,3,2023-12-25 15:33:00,Completada
1779,453,18,4,3,2023-12-25 18:31:00,Completada
756,249,16,9,2,2023-12-25 18:43:00,Completada
481,268,24,15,1,2023-12-25 21:49:00,Completada
1088,23,20,12,5,2023-12-26 09:00:00,Completada
3367,438,10,18,6,2023-12-26 09:37:00,Completada
231,251,10,3,4,2023-12-26 11:08:00,Completada
3691,388,8,14,3,2023-12-26 12:24:00,Completada
1229,222,6,18,5,2023-12-26 14:19:00,Completada
1211,346,23,4,3,2023-12-26 15:02:00,Completada
4301,418,23,18,2,2023-12-27 09:09:00,Completada
2564,390,1,16,4,2023-12-27 10:50:00,Completada
4110,8,11,13,6,2023-12-27 11:36:00,Completada
2354,425,5,12,3,2023-12-27 12:25:00,Completada
4337,260,23,10,6,2023-12-27 15:27:00,Completada
2915,399,5,7,4,2023-12-27 18:54:00,Completada
672,234,22,12,2,2023-12-27 22:58:00,Cancelada
4099,193,22,18,6,2023-12-28 12:01:00,Devuelta
2499,178,12,14,3,2023-12-28 16:02:00,Completada
3677,187,2,11,5,2023-12-28 17:15:00,Completada
1402,357,15,9,1,2023-12-29 13:40:00,Completada
1907,2,19,4,1,2023-12-29 17:38:00,Completada
1535,237,21,19,1,2023-12-29 19:37:00,Completada
3547,98,9,13,3,2023-12-30 08:52:00,Completada
892,65,2,7,1,2023-12-30 14:20:00,Completada
2226,104,18,5,5,2023-12-30 15:47:00,Completada
1735,63,17,20,6,2023-12-30 15:57:00,Completada
1575,46,24,13,4,2023-12-30 18:04:00,Completada
3606,3,10,1,4,2023-12-31 11:45:00,Completada
1548,371,25,16,4,2023-12-31 16:34:00,Completada
4915,192,5,15,6,2024-01-01 10:02:00,Completada
1815,83,20,4,5,2024-01-01 15:20:00,Pendiente
2475,445,8,15,3,2024-01-01 18:31:00,Completada
4402,117,5,7,3,2024-01-01 18:36:00,Completada
2006,412,24,4,6,2024-01-01 21:02:00,Completada
2827,271,14,13,3,2024-01-02 14:38:00,Completada
4817,329,13,17,5,2024-01-02 15:29:00,Completada
2191,6,22,20,6,2024-01-02 15:37:00,Completada
2026,168,12,3,4,2024-01-02 16:47:00,Completada
1685,10,21,16,5,2024-01-02 17:36:00,Devuelta
4263,173,1,11,6,2024-01-02 19:49:00,Devuelta
3831,189,14,10,3,2024-01-02 21:31:00,Completada
3854,88,9,18,6,2024-01-03 08:07:00,Completada
2806,64,25,19,4,2024-01-03 08:43:00,Completada
817,249,12,17,4,2024-01-03 09:58:00,Pendiente
87,275,14,3,4,2024-01-03 12:00:00,Enviada
2541,340,14,2,1,2024-01-03 22:05:00,Pendiente
3574,6,12,5,5,2024-01-03 22:39:00,Completada
3881,108,16,20,3,2024-01-04 08:35:00,Completada
201,191,14,8,5,2024-01-04 10:11:00,Completada
4401,190,21,15,6,2024-01-04 12:00:00,Completada
4824,109,5,18,5,2024-01-04 12:49:00,Completada
2451,92,21,4,1,2024-01-04 13:35:00,Completada
1849,197,9,6,6,2024-01-04 17:08:00,Cancelada
899,141,11,16,6,2024-01-04 18:49:00,Completada
728,341,18,8,4,2024-01-04 20:08:00,Completada
4965,36,15,2,6,2024-01-04 22:19:00,Completada
2244,462,25,7,4,2024-01-04 22:39:00,Completada
4392,423,1,9,2,2024-01-05 09:04:00,Completada
414,241,11,3,3,2024-01-05 11:21:00,Completada
3293,143,18,19,1,2024-01-05 14:01:00,Enviada
3044,328,14,12,1,2024-01-05 14:58:00,Completada
502,340,1,3,4,2024-01-05 16:18:00,Completada
4678,115,18,20,6,2024-01-05 17:45:00,Enviada
4286,330,17,14,5,2024-01-05 19:06:00,Pendiente
1400,332,22,13,5,2024-01-05 20:05:00,Completada
2891,446,19,9,6,2024-01-05 22:01:00,Completada
2208,313,14,3,2,2024-01-06 09:57:00,Devuelta
1383,50,11,17,6,2024-01-06 12:06:00,Devuelta
3870,480,14,13,5,2024-01-06 14:30:00,Completada
4109,326,9,12,2,2024-01-07 15:11:00,Completada
134,377,22,8,4,2024-01-07 17:27:00,Completada
4150,298,8,11,6,2024-01-07 18:27:00,Completada
1643,453,17,11,4,2024-01-07 18:51:00,Completada
64,387,3,14,2,2024-01-08 15:13:00,Completada
1727,141,7,3,2,2024-01-08 17:42:00,Enviada
550,93,14,11,1,2024-01-08 20:08:00,Completada
