id_detalle,id_orden,id_producto,cantidad,precio_unitario,descuento,subtotal
5403,180,18,3,1341237.0,0.0,4023711
5404,180,16,3,748954.0,0.0,2246862
5405,3813,80,2,4868583.0,0.0,9737166
5406,3813,44,3,3558636.0,0.0,10675908
5407,3813,50,3,2593579.0,0.0,7780737
5408,3417,63,2,4827443.0,0.15,8206653
5409,3417,68,3,3504786.0,0.15,8937204
5410,3417,27,4,2768937.0,0.0,11075748
5411,3417,73,1,4256133.0,0.0,4256133
5412,3417,78,1,1867691.0,0.0,1867691
5413,3417,79,4,4701266.0,0.1,16924558
5414,3417,23,2,3175413.0,0.0,6350826
5415,3417,5,1,1354368.0,0.0,1354368
5416,4887,6,1,1228186.0,0.15,1043958
5417,4887,10,2,2025142.0,0.0,4050284
5418,4887,35,1,2000134.0,0.0,2000134
5419,4887,18,1,1341237.0,0.0,1341237
5420,4887,54,1,1053267.0,0.0,1053267
5421,4887,60,1,2588013.0,0.0,2588013
5422,4887,34,3,4917281.0,0.0,14751843
5423,4413,79,4,4701266.0,0.0,18805064
5424,4413,80,3,4868583.0,0.0,14605749
5425,2667,35,1,2000134.0,0.05,1900127
5426,2667,56,2,3481964.0,0.0,6963928
5427,2667,18,3,1341237.0,0.0,4023711
5428,2667,4,3,3465256.0,0.05,9875980
5429,2667,42,1,1636535.0,0.0,1636535
5430,2667,13,4,1241912.0,0.0,4967648
5431,2667,53,3,3678728.0,0.15,9380756
5432,2667,62,3,4981306.0,0.15,12702330
5433,1093,5,2,1354368.0,0.05,2573299
5434,1093,50,4,2593579.0,0.2,8299453
5435,1093,18,3,1341237.0,0.0,4023711
5436,1093,4,2,3465256.0,0.0,6930512
5437,1002,33,1,2356800.0,0.0,2356800
5438,1002,65,3,4414355.0,0.0,13243065
5439,1002,44,3,3558636.0,0.2,8540726
5440,1002,73,2,4256133.0,0.0,8512266
5441,1002,6,1,1228186.0,0.0,1228186
5442,1002,67,3,1401568.0,0.15,3573998
5443,1002,23,1,3175413.0,0.15,2699101
5444,1002,12,3,1277038.0,0.0,3831114
5445,2581,77,1,2907626.0,0.0,2907626
5446,2581,58,4,883025.0,0.0,3532100
5447,2581,38,3,762081.0,0.0,2286243
5448,2581,55,1,2711825.0,0.2,2169460
5449,2581,68,1,3504786.0,0.0,3504786
5450,3369,41,1,4293210.0,0.0,4293210
5451,4004,4,1,3465256.0,0.0,3465256
5452,4004,60,4,2588013.0,0.0,10352052
5453,4004,64,1,2795884.0,0.0,2795884
5454,3244,57,1,1150465.0,0.15,977895
5455,3244,7,4,849772.0,0.0,3399088
5456,3244,15,4,3564230.0,0.15,12118382
5457,3244,69,2,4234839.0,0.0,8469678
5458,3244,25,3,2659364.0,0.1,7180283
5459,3244,39,2,2545912.0,0.0,5091824
5460,3244,32,1,4017667.0,0.0,4017667
5461,2338,28,2,2967557.0,0.2,4748091
5462,2338,46,4,1749843.0,0.05,6649403
5463,2338,66,3,951648.0,0.15,2426702
5464,2338,12,2,1277038.0,0.15,2170965
5465,2338,61,3,1311538.0,0.1,3541153
5466,2338,20,2,2061075.0,0.0,4122150
5467,2338,39,3,2545912.0,0.0,7637736
5468,2338,26,3,2244438.0,0.0,6733314
5469,3933,75,2,3928850.0,0.0,7857700
5470,3933,56,4,3481964.0,0.2,11142285
5471,3933,21,1,174923.0,0.0,174923
5472,3933,6,3,1228186.0,0.0,3684558
5473,3020,4,3,3465256.0,0.2,8316614
5474,3020,19,4,4883309.0,0.05,18556574
5475,3020,56,1,3481964.0,0.15,2959669
5476,3020,31,1,1218378.0,0.05,1157459
5477,3020,55,2,2711825.0,0.15,4610102
5478,3020,52,1,3381694.0,0.05,3212609
5479,3084,67,2,1401568.0,0.0,2803136
5480,3084,76,2,3348251.0,0.1,6026852
5481,3084,43,3,1109003.0,0.05,3160659
5482,1833,58,3,883025.0,0.15,2251714
5483,1833,56,3,3481964.0,0.15,8879008
5484,1833,42,3,1636535.0,0.0,4909605
5485,1833,16,2,748954.0,0.0,1497908
5486,1833,45,4,4049410.0,0.15,13767994
5487,1833,34,2,4917281.0,0.0,9834562
5488,1833,48,2,4703211.0,0.0,9406422
5489,1833,51,2,4190173.0,0.0,8380346
5490,1537,67,1,1401568.0,0.0,1401568
5491,1537,75,4,3928850.0,0.0,15715400
5492,1537,53,2,3678728.0,0.0,7357456
5493,1537,56,1,3481964.0,0.0,3481964
5494,1537,29,1,413458.0,0.0,413458
5495,3531,17,2,4988725.0,0.0,9977450
5496,3531,21,4,174923.0,0.0,699692
5497,3531,64,3,2795884.0,0.0,8387652
5498,3531,24,3,3406720.0,0.1,9198144
5499,3531,78,2,1867691.0,0.05,3548613
5500,3531,25,2,2659364.0,0.0,5318728
5501,1650,42,2,1636535.0,0.15,2782110
5502,3368,12,2,1277038.0,0.1,2298668
5503,3368,32,4,4017667.0,0.1,14463601
5504,3150,38,4,762081.0,0.05,2895908
5505,3150,25,4,2659364.0,0.0,10637456
5506,3150,62,4,4981306.0,0.0,19925224
5507,3150,14,3,3484558.0,0.0,10453674
5508,3056,56,3,3481964.0,0.0,10445892
5509,4270,2,3,2675106.0,0.0,8025318
5510,4270,80,3,4868583.0,0.1,13145174
5511,4270,28,3,2967557.0,0.15,7567270
5512,4270,55,2,2711825.0,0.0,5423650
5513,4270,1,2,831633.0,0.0,1663266
5514,4270,4,4,3465256.0,0.0,13861024
5515,542,52,3,3381694.0,0.0,10145082
5516,542,75,2,3928850.0,0.0,7857700
5517,4236,33,1,2356800.0,0.0,2356800
5518,4236,7,4,849772.0,0.0,3399088
5519,4236,39,3,2545912.0,0.1,6873962
5520,4236,19,2,4883309.0,0.0,9766618
5521,4236,51,4,4190173.0,0.0,16760692
5522,4236,37,2,3993742.0,0.0,7987484
5523,4236,43,1,1109003.0,0.0,1109003
5524,2764,8,2,1101633.0,0.0,2203266
5525,2764,2,1,2675106.0,0.0,2675106
5526,2764,7,2,849772.0,0.05,1614567
5527,2764,61,1,1311538.0,0.0,1311538
5528,2764,70,2,4283058.0,0.0,8566116
5529,4503,33,2,2356800.0,0.0,4713600
5530,4503,2,3,2675106.0,0.05,7624052
5531,4045,1,2,831633.0,0.0,1663266
5532,4045,57,4,1150465.0,0.15,3911581
5533,4045,70,1,4283058.0,0.1,3854752
5534,4045,43,3,1109003.0,0.0,3327009
5535,4045,49,4,1993884.0,0.0,7975536
5536,4045,78,1,1867691.0,0.0,1867691
5537,4045,13,2,1241912.0,0.0,2483824
5538,4045,12,3,1277038.0,0.0,3831114
5539,2462,2,2,2675106.0,0.15,4547680
5540,2462,19,2,4883309.0,0.05,9278287
5541,2462,28,4,2967557.0,0.05,11276717
5542,2462,17,3,4988725.0,0.0,14966175
5543,3236,20,2,2061075.0,0.0,4122150
5544,3236,6,1,1228186.0,0.0,1228186
5545,3236,31,1,1218378.0,0.0,1218378
5546,3236,65,2,4414355.0,0.0,8828710
5547,3236,43,3,1109003.0,0.1,2994308
5548,2971,78,4,1867691.0,0.0,7470764
5549,2971,68,4,3504786.0,0.0,14019144
5550,1739,5,4,1354368.0,0.0,5417472
5551,1739,75,3,3928850.0,0.0,11786550
5552,1739,22,2,1731906.0,0.05,3290621
5553,1739,17,4,4988725.0,0.0,19954900
5554,1739,71,4,2028496.0,0.2,6491187
5555,2521,19,2,4883309.0,0.0,9766618
5556,1142,40,3,3482106.0,0.0,10446318
5557,1142,51,1,4190173.0,0.0,4190173
5558,1142,77,1,2907626.0,0.0,2907626
5559,1142,49,4,1993884.0,0.0,7975536
5560,4382,44,1,3558636.0,0.1,3202772
5561,4382,30,3,1854576.0,0.0,5563728
5562,4382,69,3,4234839.0,0.15,10798839
5563,4382,53,1,3678728.0,0.0,3678728
5564,4382,70,1,4283058.0,0.0,4283058
5565,4382,20,1,2061075.0,0.0,2061075
5566,1481,36,2,4083995.0,0.0,8167990
5567,1018,78,1,1867691.0,0.0,1867691
5568,1018,16,1,748954.0,0.0,748954
5569,1018,47,3,489921.0,0.0,1469763
5570,4051,58,2,883025.0,0.0,1766050
5571,4051,77,1,2907626.0,0.1,2616863
5572,4051,30,3,1854576.0,0.05,5285542
5573,4051,48,3,4703211.0,0.0,14109633
5574,4051,41,3,4293210.0,0.0,12879630
5575,2078,75,4,3928850.0,0.0,15715400
5576,2078,59,1,4911020.0,0.1,4419918
5577,2078,15,3,3564230.0,0.2,8554152
5578,2078,25,3,2659364.0,0.2,6382474
5579,3469,7,2,849772.0,0.0,1699544
5580,4250,49,3,1993884.0,0.0,5981652
5581,4250,30,4,1854576.0,0.05,7047389
5582,3068,34,1,4917281.0,0.0,4917281
5583,3068,21,1,174923.0,0.0,174923
5584,3068,57,2,1150465.0,0.0,2300930
5585,3068,64,2,2795884.0,0.0,5591768
5586,1900,2,3,2675106.0,0.2,6420254
5587,1900,28,2,2967557.0,0.0,5935114
5588,1900,47,4,489921.0,0.05,1861700
5589,421,28,3,2967557.0,0.15,7567270
5590,2754,21,4,174923.0,0.0,699692
5591,2754,77,1,2907626.0,0.0,2907626
5592,2754,49,1,1993884.0,0.0,1993884
5593,149,65,3,4414355.0,0.0,13243065
5594,149,41,3,4293210.0,0.0,12879630
5595,149,12,4,1277038.0,0.0,5108152
5596,2209,48,1,4703211.0,0.0,4703211
5597,2209,40,1,3482106.0,0.0,3482106
5598,2209,64,4,2795884.0,0.0,11183536
5599,2209,17,1,4988725.0,0.15,4240416
5600,2209,41,4,4293210.0,0.0,17172840
5601,2136,64,3,2795884.0,0.0,8387652
5602,4024,22,4,1731906.0,0.0,6927624
5603,4024,8,1,1101633.0,0.0,1101633
5604,4024,53,2,3678728.0,0.0,7357456
5605,4024,19,3,4883309.0,0.1,13184934
5606,2647,73,3,4256133.0,0.0,12768399
5607,1354,57,4,1150465.0,0.0,4601860
5608,1354,58,3,883025.0,0.1,2384168
5609,1354,30,2,1854576.0,0.0,3709152
5610,1354,67,4,1401568.0,0.0,5606272
5611,1024,56,2,3481964.0,0.0,6963928
5612,1024,42,1,1636535.0,0.2,1309228
5613,2657,27,2,2768937.0,0.0,5537874
5614,2657,66,4,951648.0,0.0,3806592
5615,2657,2,1,2675106.0,0.0,2675106
5616,2657,40,2,3482106.0,0.0,6964212
5617,2657,47,2,489921.0,0.0,979842
5618,1003,44,1,3558636.0,0.0,3558636
5619,1003,16,2,748954.0,0.0,1497908
5620,1003,64,3,2795884.0,0.0,8387652
5621,1003,56,4,3481964.0,0.0,13927856
5622,1003,3,1,2429302.0,0.0,2429302
5623,1003,51,3,4190173.0,0.0,12570519
5624,1003,10,4,2025142.0,0.0,8100568
5625,2295,15,3,3564230.0,0.0,10692690
5626,2295,19,2,4883309.0,0.05,9278287
5627,2295,52,2,3381694.0,0.1,6087049
5628,2295,7,3,849772.0,0.15,2166919
5629,2295,50,3,2593579.0,0.0,7780737
5630,2295,59,4,4911020.0,0.0,19644080
5631,2295,45,1,4049410.0,0.15,3441998
5632,2295,55,2,2711825.0,0.0,5423650
5633,1547,5,2,1354368.0,0.1,2437862
5634,1547,18,4,1341237.0,0.0,5364948
5635,1547,49,3,1993884.0,0.0,5981652
5636,1547,26,2,2244438.0,0.2,3591101
5637,1547,69,4,4234839.0,0.0,16939356
5638,1547,46,3,1749843.0,0.0,5249529
5639,1547,74,2,4678819.0,0.0,9357638
5640,1547,64,2,2795884.0,0.0,5591768
5641,3267,14,2,3484558.0,0.0,6969116
5642,3267,70,2,4283058.0,0.0,8566116
5643,3267,22,1,1731906.0,0.15,1472120
5644,3267,52,1,3381694.0,0.0,3381694
5645,3267,60,2,2588013.0,0.0,5176026
5646,3267,31,1,1218378.0,0.05,1157459
5647,3267,8,1,1101633.0,0.05,1046551
5648,3267,2,4,2675106.0,0.05,10165403
5649,3641,45,3,4049410.0,0.0,12148230
5650,3641,60,3,2588013.0,0.1,6987635
5651,3641,49,2,1993884.0,0.1,3588991
5652,3641,33,4,2356800.0,0.0,9427200
5653,3641,63,2,4827443.0,0.0,9654886
5654,1044,47,4,489921.0,0.15,1665731
5655,1044,16,3,748954.0,0.0,2246862
5656,1044,13,1,1241912.0,0.0,1241912
5657,1044,38,1,762081.0,0.0,762081
5658,1044,5,2,1354368.0,0.0,2708736
5659,1044,76,3,3348251.0,0.0,10044753
5660,732,46,2,1749843.0,0.05,3324702
5661,1542,69,2,4234839.0,0.0,8469678
5662,1542,78,1,1867691.0,0.0,1867691
5663,1542,32,2,4017667.0,0.1,7231801
5664,1542,55,2,2711825.0,0.0,5423650
5665,1542,35,2,2000134.0,0.0,4000268
5666,1542,58,1,883025.0,0.15,750571
5667,2974,70,1,4283058.0,0.0,4283058
5668,2974,80,4,4868583.0,0.0,19474332
5669,2974,47,3,489921.0,0.0,1469763
5670,3966,14,3,3484558.0,0.05,9930990
5671,3966,10,2,2025142.0,0.2,3240227
5672,3343,6,2,1228186.0,0.0,2456372
5673,3343,38,2,762081.0,0.1,1371746
5674,3343,60,4,2588013.0,0.0,10352052
5675,3343,41,2,4293210.0,0.2,6869136
5676,4178,28,1,2967557.0,0.0,2967557
5677,4178,40,2,3482106.0,0.2,5571370
5678,4178,16,1,748954.0,0.0,748954
5679,4178,70,1,4283058.0,0.15,3640599
5680,4178,8,4,1101633.0,0.0,4406532
5681,4178,54,3,1053267.0,0.1,2843821
5682,4178,25,4,2659364.0,0.0,10637456
5683,4178,6,4,1228186.0,0.0,4912744
5684,1423,34,4,4917281.0,0.0,19669124
5685,1423,22,1,1731906.0,0.15,1472120
5686,1423,4,1,3465256.0,0.1,3118730
5687,1423,48,2,4703211.0,0.1,8465780
5688,1423,65,4,4414355.0,0.0,17657420
5689,768,29,1,413458.0,0.0,413458
5690,680,76,2,3348251.0,0.0,6696502
5691,680,79,1,4701266.0,0.15,3996076
5692,680,38,2,762081.0,0.0,1524162
5693,680,19,4,4883309.0,0.0,19533236
5694,2233,34,2,4917281.0,0.15,8359378
5695,2233,4,3,3465256.0,0.0,10395768
5696,2233,35,4,2000134.0,0.0,8000536
5697,2233,1,1,831633.0,0.0,831633
5698,2233,48,1,4703211.0,0.15,3997729
5699,2233,45,3,4049410.0,0.0,12148230
5700,2233,52,1,3381694.0,0.1,3043525
5701,2842,10,4,2025142.0,0.0,8100568
5702,1323,79,3,4701266.0,0.0,14103798
5703,1323,51,1,4190173.0,0.0,4190173
5704,1906,28,2,2967557.0,0.0,5935114
5705,1906,26,1,2244438.0,0.1,2019994
5706,885,49,3,1993884.0,0.0,5981652
5707,2733,24,4,3406720.0,0.0,13626880
5708,2733,39,2,2545912.0,0.0,5091824
5709,2733,3,1,2429302.0,0.05,2307837
5710,2733,27,2,2768937.0,0.1,4984087
5711,2733,41,4,4293210.0,0.0,17172840
5712,2733,5,4,1354368.0,0.0,5417472
5713,2733,56,2,3481964.0,0.0,6963928
5714,2189,3,4,2429302.0,0.05,9231348
5715,2189,74,2,4678819.0,0.0,9357638
5716,253,25,2,2659364.0,0.0,5318728
5717,253,36,2,4083995.0,0.0,8167990
5718,529,17,4,4988725.0,0.0,19954900
5719,529,61,1,1311538.0,0.2,1049230
5720,529,51,1,4190173.0,0.1,3771156
5721,529,48,3,4703211.0,0.0,14109633
5722,529,25,3,2659364.0,0.15,6781378
5723,529,14,3,3484558.0,0.0,10453674
5724,2966,13,1,1241912.0,0.0,1241912
5725,2966,9,3,2794929.0,0.0,8384787
5726,2966,35,2,2000134.0,0.0,4000268
5727,2385,19,2,4883309.0,0.0,9766618
5728,2385,49,2,1993884.0,0.0,3987768
5729,890,32,3,4017667.0,0.0,12053001
5730,890,15,2,3564230.0,0.15,6059191
5731,890,66,2,951648.0,0.15,1617802
5732,890,9,1,2794929.0,0.15,2375690
5733,890,72,1,4439973.0,0.15,3773977
5734,890,23,2,3175413.0,0.1,5715743
5735,890,53,2,3678728.0,0.0,7357456
5736,890,79,4,4701266.0,0.1,16924558
5737,1224,31,4,1218378.0,0.0,4873512
5738,1224,65,1,4414355.0,0.0,4414355
5739,968,2,2,2675106.0,0.15,4547680
5740,968,68,3,3504786.0,0.05,9988640
5741,968,33,1,2356800.0,0.0,2356800
5742,968,69,2,4234839.0,0.15,7199226
5743,968,6,1,1228186.0,0.05,1166777
5744,968,80,1,4868583.0,0.0,4868583
5745,968,4,4,3465256.0,0.0,13861024
5746,1917,43,3,1109003.0,0.1,2994308
5747,1917,68,4,3504786.0,0.0,14019144
5748,1917,63,3,4827443.0,0.0,14482329
5749,1917,18,1,1341237.0,0.0,1341237
5750,3594,78,3,1867691.0,0.0,5603073
5751,3594,42,1,1636535.0,0.05,1554708
5752,3594,67,3,1401568.0,0.15,3573998
5753,3953,79,4,4701266.0,0.15,15984304
5754,3953,45,4,4049410.0,0.0,16197640
5755,3953,43,3,1109003.0,0.15,2827958
5756,3953,30,1,1854576.0,0.05,1761847
5757,3953,17,2,4988725.0,0.0,9977450
5758,3953,27,3,2768937.0,0.1,7476130
5759,3695,21,1,174923.0,0.0,174923
5760,3695,78,2,1867691.0,0.0,3735382
5761,163,78,4,1867691.0,0.0,7470764
5762,163,37,4,3993742.0,0.0,15974968
5763,163,54,4,1053267.0,0.0,4213068
5764,2713,41,4,4293210.0,0.05,16314198
5765,2713,75,2,3928850.0,0.05,7464815
5766,2713,8,3,1101633.0,0.0,3304899
5767,2713,16,1,748954.0,0.0,748954
5768,2713,39,1,2545912.0,0.1,2291321
5769,1043,4,1,3465256.0,0.05,3291993
5770,1043,70,2,4283058.0,0.05,8137810
5771,1043,18,1,1341237.0,0.0,1341237
5772,1043,77,3,2907626.0,0.0,8722878
5773,1043,21,3,174923.0,0.2,419815
5774,1043,30,1,1854576.0,0.15,1576390
5775,1043,36,1,4083995.0,0.0,4083995
5776,1443,76,4,3348251.0,0.0,13393004
5777,1443,34,4,4917281.0,0.0,19669124
5778,1443,46,3,1749843.0,0.15,4462100
5779,1443,39,3,2545912.0,0.0,7637736
5780,1443,18,2,1341237.0,0.0,2682474
5781,225,51,3,4190173.0,0.0,12570519
5782,225,7,2,849772.0,0.0,1699544
5783,225,40,1,3482106.0,0.05,3308001
5784,225,58,2,883025.0,0.0,1766050
5785,225,79,1,4701266.0,0.1,4231139
5786,225,47,1,489921.0,0.0,489921
5787,225,73,2,4256133.0,0.0,8512266
5788,225,29,2,413458.0,0.0,826916
5789,611,33,4,2356800.0,0.0,9427200
5790,611,32,4,4017667.0,0.05,15267135
5791,611,70,1,4283058.0,0.05,4068905
5792,611,56,1,3481964.0,0.0,3481964
5793,611,20,1,2061075.0,0.05,1958021
5794,611,14,3,3484558.0,0.05,9930990
5795,452,2,3,2675106.0,0.0,8025318
5796,452,27,1,2768937.0,0.0,2768937
5797,662,56,2,3481964.0,0.15,5919339
5798,662,45,1,4049410.0,0.05,3846940
5799,662,18,4,1341237.0,0.0,5364948
5800,416,45,4,4049410.0,0.0,16197640
5801,416,54,2,1053267.0,0.0,2106534
5802,416,36,1,4083995.0,0.0,4083995
5803,416,56,2,3481964.0,0.0,6963928
5804,2160,41,3,4293210.0,0.0,12879630
5805,2530,6,1,1228186.0,0.0,1228186
5806,2530,78,4,1867691.0,0.0,7470764
5807,2530,9,4,2794929.0,0.0,11179716
5808,2530,7,1,849772.0,0.0,849772
5809,2530,23,3,3175413.0,0.1,8573615
5810,2530,5,2,1354368.0,0.0,2708736
5811,3461,54,1,1053267.0,0.1,947940
5812,3461,72,2,4439973.0,0.0,8879946
5813,3461,66,1,951648.0,0.2,761318
5814,3461,33,4,2356800.0,0.0,9427200
5815,3461,22,3,1731906.0,0.15,4416360
5816,520,5,4,1354368.0,0.0,5417472
5817,520,79,2,4701266.0,0.15,7992152
5818,1089,8,4,1101633.0,0.05,4186205
5819,1089,55,4,2711825.0,0.1,9762570
5820,1089,26,1,2244438.0,0.0,2244438
5821,1089,15,2,3564230.0,0.0,7128460
5822,1089,38,2,762081.0,0.15,1295538
5823,3421,16,4,748954.0,0.05,2846025
5824,3421,52,1,3381694.0,0.0,3381694
5825,3421,70,3,4283058.0,0.0,12849174
5826,3421,60,2,2588013.0,0.0,5176026
5827,3421,71,3,2028496.0,0.0,6085488
5828,3421,45,3,4049410.0,0.0,12148230
5829,3421,39,2,2545912.0,0.15,4328050
5830,3421,58,2,883025.0,0.0,1766050
5831,4754,50,3,2593579.0,0.0,7780737
5832,4754,79,4,4701266.0,0.0,18805064
5833,4754,44,2,3558636.0,0.0,7117272
5834,4754,37,1,3993742.0,0.0,3993742
5835,4754,68,3,3504786.0,0.0,10514358
5836,4754,9,1,2794929.0,0.05,2655183
5837,4185,39,1,2545912.0,0.0,2545912
5838,4185,59,4,4911020.0,0.0,19644080
5839,4185,17,1,4988725.0,0.0,4988725
5840,4185,60,2,2588013.0,0.1,4658423
5841,4185,23,4,3175413.0,0.0,12701652
5842,4185,19,3,4883309.0,0.2,11719942
5843,3178,13,4,1241912.0,0.0,4967648
5844,3178,73,3,4256133.0,0.1,11491559
5845,3178,42,1,1636535.0,0.0,1636535
5846,3178,17,4,4988725.0,0.15,16961665
5847,3178,51,2,4190173.0,0.0,8380346
5848,3178,31,4,1218378.0,0.0,4873512
5849,4593,68,1,3504786.0,0.05,3329547
5850,4593,24,2,3406720.0,0.2,5450752
5851,4593,5,4,1354368.0,0.05,5146598
5852,4593,36,1,4083995.0,0.0,4083995
5853,4593,1,3,831633.0,0.0,2494899
5854,4593,59,2,4911020.0,0.0,9822040
5855,4593,63,4,4827443.0,0.1,17378795
5856,4878,20,4,2061075.0,0.05,7832085
5857,4878,1,3,831633.0,0.0,2494899
5858,4878,65,1,4414355.0,0.0,4414355
5859,961,24,1,3406720.0,0.05,3236384
5860,961,55,3,2711825.0,0.0,8135475
5861,961,6,3,1228186.0,0.15,3131874
5862,961,45,1,4049410.0,0.1,3644469
5863,961,15,2,3564230.0,0.0,7128460
5864,961,35,4,2000134.0,0.05,7600509
5865,961,70,2,4283058.0,0.05,8137810
5866,961,72,1,4439973.0,0.0,4439973
5867,4714,27,4,2768937.0,0.2,8860598
5868,4714,6,4,1228186.0,0.15,4175832
5869,4714,37,1,3993742.0,0.0,3993742
5870,3514,9,4,2794929.0,0.0,11179716
5871,3514,64,1,2795884.0,0.0,2795884
5872,3514,34,4,4917281.0,0.15,16718755
5873,3514,50,4,2593579.0,0.0,10374316
5874,4412,39,1,2545912.0,0.0,2545912
5875,4412,9,3,2794929.0,0.0,8384787
5876,4412,19,3,4883309.0,0.1,13184934
5877,2050,52,4,3381694.0,0.2,10821421
5878,2050,57,2,1150465.0,0.0,2300930
5879,2050,67,1,1401568.0,0.0,1401568
5880,2050,13,4,1241912.0,0.0,4967648
5881,2050,10,4,2025142.0,0.0,8100568
5882,2050,19,2,4883309.0,0.15,8301625
5883,2137,70,1,4283058.0,0.1,3854752
5884,2137,64,4,2795884.0,0.0,11183536
5885,2137,55,2,2711825.0,0.1,4881285
5886,2137,32,2,4017667.0,0.05,7633567
5887,2137,74,2,4678819.0,0.0,9357638
5888,2137,6,4,1228186.0,0.0,4912744
5889,2137,40,1,3482106.0,0.0,3482106
5890,2137,21,2,174923.0,0.0,349846
5891,1466,67,2,1401568.0,0.0,2803136
5892,435,66,3,951648.0,0.0,2854944
5893,435,3,4,2429302.0,0.0,9717208
5894,435,32,2,4017667.0,0.05,7633567
5895,435,68,2,3504786.0,0.0,7009572
5896,435,20,4,2061075.0,0.0,8244300
5897,2609,3,4,2429302.0,0.0,9717208
5898,2609,11,3,333812.0,0.0,1001436
5899,2609,50,2,2593579.0,0.0,5187158
5900,2609,27,4,2768937.0,0.0,11075748
5901,3767,66,2,951648.0,0.05,1808131
5902,3767,68,4,3504786.0,0.0,14019144
5903,3767,3,4,2429302.0,0.0,9717208
5904,4472,11,1,333812.0,0.0,333812
5905,4472,39,1,2545912.0,0.0,2545912
5906,4472,14,2,3484558.0,0.0,6969116
5907,4472,54,4,1053267.0,0.2,3370454
5908,4472,32,1,4017667.0,0.0,4017667
5909,4472,20,2,2061075.0,0.0,4122150
5910,1706,69,3,4234839.0,0.1,11434065
5911,1706,13,1,1241912.0,0.1,1117721
5912,1706,26,4,2244438.0,0.05,8528864
5913,1706,78,1,1867691.0,0.0,1867691
5914,1706,35,2,2000134.0,0.15,3400228
5915,1706,29,3,413458.0,0.05,1178355
5916,1706,43,2,1109003.0,0.0,2218006
5917,454,73,3,4256133.0,0.05,12129979
5918,454,55,3,2711825.0,0.0,8135475
5919,454,16,2,748954.0,0.0,1497908
5920,454,34,3,4917281.0,0.0,14751843
5921,454,28,3,2967557.0,0.0,8902671
5922,454,11,2,333812.0,0.0,667624
5923,2358,29,1,413458.0,0.15,351439
5924,2358,31,4,1218378.0,0.0,4873512
5925,2358,49,2,1993884.0,0.05,3788380
5926,2358,13,3,1241912.0,0.0,3725736
5927,2358,61,4,1311538.0,0.1,4721537
5928,2358,40,3,3482106.0,0.0,10446318
5929,2358,51,2,4190173.0,0.0,8380346
5930,4181,28,3,2967557.0,0.1,8012404
5931,4181,78,3,1867691.0,0.0,5603073
5932,905,6,4,1228186.0,0.0,4912744
5933,905,7,1,849772.0,0.05,807283
5934,905,33,1,2356800.0,0.0,2356800
5935,905,61,3,1311538.0,0.0,3934614
5936,905,50,1,2593579.0,0.0,2593579
5937,905,39,1,2545912.0,0.05,2418616
5938,905,62,3,4981306.0,0.0,14943918
5939,905,65,3,4414355.0,0.05,12580912
5940,4607,62,1,4981306.0,0.1,4483175
5941,4607,75,2,3928850.0,0.0,7857700
5942,4607,63,2,4827443.0,0.0,9654886
5943,4607,48,1,4703211.0,0.0,4703211
5944,4607,70,3,4283058.0,0.1,11564257
5945,4607,55,2,2711825.0,0.0,5423650
5946,4607,2,1,2675106.0,0.1,2407595
5947,993,16,2,748954.0,0.0,1497908
5948,993,15,3,3564230.0,0.0,10692690
5949,2505,9,4,2794929.0,0.0,11179716
5950,2505,16,1,748954.0,0.0,748954
5951,2505,66,3,951648.0,0.0,2854944
5952,1165,22,3,1731906.0,0.15,4416360
5953,1165,57,4,1150465.0,0.15,3911581
5954,1165,35,3,2000134.0,0.0,6000402
5955,4674,78,4,1867691.0,0.0,7470764
5956,4674,35,1,2000134.0,0.0,2000134
5957,4674,56,1,3481964.0,0.15,2959669
5958,4674,36,1,4083995.0,0.05,3879795
5959,4674,42,1,1636535.0,0.0,1636535
5960,1374,76,4,3348251.0,0.0,13393004
5961,1374,3,3,2429302.0,0.0,7287906
5962,1374,12,3,1277038.0,0.0,3831114
5963,1374,58,3,883025.0,0.0,2649075
5964,1374,80,3,4868583.0,0.0,14605749
5965,1374,7,4,849772.0,0.0,3399088
5966,1374,31,4,1218378.0,0.05,4629836
5967,3228,27,3,2768937.0,0.0,8306811
5968,3228,71,4,2028496.0,0.0,8113984
5969,3228,68,1,3504786.0,0.0,3504786
5970,3228,19,3,4883309.0,0.2,11719942
5971,3228,1,2,831633.0,0.0,1663266
5972,3228,76,2,3348251.0,0.0,6696502
5973,3228,29,2,413458.0,0.1,744224
5974,3228,28,4,2967557.0,0.15,10089694
5975,4196,11,1,333812.0,0.1,300431
5976,4196,20,4,2061075.0,0.15,7007655
5977,4196,10,1,2025142.0,0.2,1620114
5978,4196,1,3,831633.0,0.05,2370154
5979,4196,77,4,2907626.0,0.1,10467454
5980,4196,73,4,4256133.0,0.0,17024532
5981,3334,19,2,4883309.0,0.0,9766618
5982,3334,72,3,4439973.0,0.0,13319919
5983,3334,23,3,3175413.0,0.0,9526239
5984,3334,33,4,2356800.0,0.1,8484480
5985,3334,27,4,2768937.0,0.0,11075748
5986,3334,17,4,4988725.0,0.1,17959410
5987,1052,79,1,4701266.0,0.2,3761013
5988,1052,55,3,2711825.0,0.0,8135475
5989,847,71,1,2028496.0,0.15,1724222
5990,847,28,1,2967557.0,0.15,2522423
5991,847,43,4,1109003.0,0.0,4436012
5992,847,53,1,3678728.0,0.0,3678728
