id_envio,id_orden,empresa_envio,costo_envio,tiempo_entrega_dias,fecha_estimada,fecha_real
1117,1024,FedEx,12955.0,8,2023-10-06 22:41:00,2023-10-09 22:41:00
1118,2657,Servientrega,358.0,8,2023-10-06 22:50:00,2023-10-07 22:50:00
1119,1003,Envía,9893.0,5,2023-10-04 11:09:00,2023-10-04 11:09:00
1120,2295,DHL,22603.0,9,2023-10-08 11:46:00,2023-10-11 11:46:00
1121,1547,Servientrega,1568.0,9,2023-10-08 19:41:00,2023-10-12 19:41:00
1122,3267,Coordinadora,8187.0,1,2023-09-30 20:08:00,2023-10-03 20:08:00
1123,3641,Servientrega,18881.0,2,2023-10-02 13:11:00,2023-10-04 13:11:00
1124,1044,Envía,28551.0,2,2023-10-02 18:43:00,2023-10-03 18:43:00
1125,732,Interrapidisimo,12639.0,5,2023-10-05 18:55:00,2023-10-08 18:55:00
1126,1542,Envía,11327.0,8,2023-10-09 10:26:00,2023-10-09 10:26:00
1127,2974,Interrapidisimo,9088.0,5,2023-10-06 12:11:00,2023-10-04 12:11:00
1128,3343,Servientrega,33889.0,9,2023-10-10 18:59:00,2023-10-09 18:59:00
1129,4178,Interrapidisimo,9702.0,4,2023-10-05 22:07:00,2023-10-08 22:07:00
1130,1423,DHL,21445.0,3,2023-10-05 13:57:00,2023-10-05 13:57:00
1131,768,DHL,20524.0,5,2023-10-07 14:15:00,2023-10-10 14:15:00
1132,680,Coordinadora,9420.0,3,2023-10-05 21:32:00,2023-10-03 21:32:00
1133,2233,Servientrega,11354.0,9,2023-10-12 09:44:00,2023-10-15 09:44:00
1134,1323,Coordinadora,10648.0,2,2023-10-05 12:47:00,2023-10-03 12:47:00
1135,1906,Interrapidisimo,9966.0,5,2023-10-09 19:34:00,2023-10-11 19:34:00
1136,885,Servientrega,33375.0,5,2023-10-10 12:00:00,2023-10-09 12:00:00
1137,2733,Servientrega,10324.0,5,2023-10-10 13:10:00,2023-10-08 13:10:00
1138,2189,Servientrega,17256.0,7,2023-10-12 14:26:00,2023-10-10 14:26:00
1139,253,Servientrega,30992.0,1,2023-10-06 14:29:00,2023-10-04 14:29:00
1140,529,Envía,24646.0,4,2023-10-09 21:04:00,2023-10-08 21:04:00
1141,2966,FedEx,19082.0,4,2023-10-10 08:25:00,2023-10-08 08:25:00
1142,2385,Envía,6109.0,8,2023-10-14 09:08:00,2023-10-17 09:08:00
1143,890,Servientrega,3704.0,2,2023-10-08 12:20:00,2023-10-09 12:20:00
1144,1224,FedEx,23062.0,3,2023-10-10 10:46:00,2023-10-13 10:46:00
1145,968,DHL,30051.0,9,2023-10-16 11:52:00,2023-10-14 11:52:00
1146,1917,DHL,9397.0,4,2023-10-11 13:18:00,2023-10-10 13:18:00
1147,3594,Interrapidisimo,33062.0,9,2023-10-16 13:42:00,2023-10-14 13:42:00
1148,3953,Envía,9810.0,4,2023-10-11 15:31:00,2023-10-10 15:31:00
1149,3695,Interrapidisimo,15266.0,6,2023-10-13 19:30:00,2023-10-17 19:30:00
1150,2713,Envía,15766.0,4,2023-10-12 11:11:00,2023-10-16 11:11:00
1151,1043,Envía,9205.0,1,2023-10-09 14:49:00,2023-10-10 14:49:00
1152,1443,DHL,15431.0,7,2023-10-15 14:53:00,2023-10-18 14:53:00
1153,225,Envía,24979.0,6,2023-10-14 18:06:00,2023-10-12 18:06:00
1154,611,Coordinadora,3140.0,9,2023-10-17 19:21:00,2023-10-20 19:21:00
1155,452,FedEx,15277.0,8,2023-10-17 08:18:00,2023-10-21 08:18:00
1156,662,Servientrega,9331.0,6,2023-10-15 08:35:00,2023-10-14 08:35:00
1157,416,Envía,23728.0,5,2023-10-14 10:04:00,2023-10-13 10:04:00
1158,2160,Interrapidisimo,12349.0,7,2023-10-16 10:12:00,2023-10-18 10:12:00
1159,2530,DHL,19195.0,8,2023-10-17 13:53:00,2023-10-20 13:53:00
1160,3461,DHL,8279.0,1,2023-10-10 14:41:00,2023-10-14 14:41:00
1161,520,Envía,28000.0,9,2023-10-18 16:23:00,2023-10-16 16:23:00
1162,1089,DHL,13637.0,2,2023-10-11 19:00:00,2023-10-12 19:00:00
1163,4754,Interrapidisimo,11123.0,9,2023-10-19 09:28:00,2023-10-22 09:28:00
1164,4185,DHL,19321.0,1,2023-10-11 09:44:00,2023-10-13 09:44:00
1165,4593,Servientrega,32116.0,2,2023-10-12 13:56:00,2023-10-10 13:56:00
1166,4878,Servientrega,27486.0,6,2023-10-16 17:16:00,2023-10-17 17:16:00
1167,961,Servientrega,11989.0,4,2023-10-14 17:24:00,2023-10-18 17:24:00
1168,4714,DHL,10309.0,6,2023-10-16 20:04:00,2023-10-14 20:04:00
1169,3514,Interrapidisimo,23996.0,4,2023-10-14 21:48:00,2023-10-13 21:48:00
1170,4412,Envía,27929.0,8,2023-10-19 11:05:00,2023-10-23 11:05:00
1171,2050,DHL,28047.0,2,2023-10-13 12:23:00,2023-10-14 12:23:00
1172,2137,Servientrega,26929.0,1,2023-10-12 17:34:00,2023-10-14 17:34:00
1173,1466,Envía,11690.0,9,2023-10-20 18:41:00,2023-10-21 18:41:00
1174,435,Interrapidisimo,19569.0,9,2023-10-20 21:16:00,2023-10-24 21:16:00
1175,2609,Servientrega,18132.0,5,2023-10-16 21:45:00,2023-10-15 21:45:00
1176,3767,Interrapidisimo,19421.0,2,2023-10-14 08:38:00,2023-10-15 08:38:00
1177,4472,Envía,26794.0,7,2023-10-19 09:20:00,2023-10-22 09:20:00
1178,1706,Servientrega,22411.0,3,2023-10-15 15:10:00,2023-10-14 15:10:00
1179,454,Servientrega,20091.0,4,2023-10-16 20:45:00,2023-10-18 20:45:00
1180,2358,Interrapidisimo,33432.0,1,2023-10-13 22:37:00,2023-10-11 22:37:00
1181,4181,DHL,29120.0,1,2023-10-14 12:29:00,2023-10-17 12:29:00
1182,905,Coordinadora,7910.0,9,2023-10-22 18:19:00,2023-10-23 18:19:00
1183,4607,Envía,23949.0,2,2023-10-15 18:49:00,2023-10-15 18:49:00
1184,993,Envía,21031.0,9,2023-10-22 20:13:00,2023-10-21 20:13:00
1185,2505,FedEx,34516.0,3,2023-10-17 08:12:00,2023-10-18 08:12:00
1186,1165,Envía,20833.0,5,2023-10-19 09:00:00,2023-10-18 09:00:00
1187,4674,Servientrega,7681.0,9,2023-10-23 12:50:00,2023-10-22 12:50:00
1188,1374,Interrapidisimo,16634.0,1,2023-10-15 19:01:00,2023-10-19 19:01:00
1189,3228,Interrapidisimo,2737.0,7,2023-10-21 19:24:00,2023-10-19 19:24:00
1190,4196,Coordinadora,622.0,2,2023-10-16 19:33:00,2023-10-16 19:33:00
1191,3334,DHL,15157.0,2,2023-10-16 19:35:00,2023-10-15 19:35:00
1192,1052,Servientrega,1451.0,3,2023-10-17 20:07:00,2023-10-15 20:07:00
1193,847,Servientrega,4773.0,5,2023-10-19 20:44:00,2023-10-22 20:44:00
1194,1668,FedEx,907.0,3,2023-10-17 22:34:00,2023-10-16 22:34:00
1195,4267,FedEx,25547.0,9,2023-10-24 09:36:00,2023-10-28 09:36:00
1196,2922,FedEx,24635.0,8,2023-10-23 11:07:00,2023-10-26 11:07:00
1197,1684,Servientrega,3465.0,3,2023-10-18 15:10:00,2023-10-17 15:10:00
1198,3598,Servientrega,6481.0,8,2023-10-23 15:52:00,2023-10-23 15:52:00
1199,4707,Servientrega,5628.0,9,2023-10-24 22:00:00,2023-10-25 22:00:00
1200,1237,Interrapidisimo,3122.0,1,2023-10-17 13:47:00,2023-10-20 13:47:00
1201,1635,Coordinadora,12406.0,6,2023-10-23 09:02:00,2023-10-22 09:02:00
1202,405,Servientrega,6169.0,4,2023-10-21 22:22:00,2023-10-21 22:22:00
1203,4783,Envía,4996.0,4,2023-10-22 08:15:00,2023-10-20 08:15:00
1204,4543,DHL,27530.0,7,2023-10-25 08:42:00,2023-10-26 08:42:00
1205,927,Coordinadora,4407.0,6,2023-10-24 13:19:00,2023-10-25 13:19:00
1206,1219,Servientrega,20871.0,3,2023-10-21 20:07:00,2023-10-23 20:07:00
1207,3319,DHL,34754.0,9,2023-10-28 13:34:00,2023-11-01 13:34:00
1208,2186,Interrapidisimo,13325.0,4,2023-10-23 15:53:00,2023-10-27 15:53:00
1209,1209,Servientrega,25629.0,3,2023-10-22 17:12:00,2023-10-22 17:12:00
1210,2762,Envía,15692.0,7,2023-10-26 19:14:00,2023-10-26 19:14:00
1211,1045,Coordinadora,5777.0,2,2023-10-22 09:33:00,2023-10-22 09:33:00
1212,3257,FedEx,25190.0,5,2023-10-25 10:50:00,2023-10-28 10:50:00
1213,4843,Servientrega,7420.0,5,2023-10-26 08:20:00,2023-10-28 08:20:00
1214,205,Servientrega,13591.0,8,2023-10-29 11:29:00,2023-10-27 11:29:00
1215,4186,Servientrega,1088.0,3,2023-10-24 14:46:00,2023-10-25 14:46:00
1216,327,Interrapidisimo,22858.0,5,2023-10-26 17:42:00,2023-10-27 17:42:00
1217,753,Servientrega,19826.0,9,2023-10-30 18:33:00,2023-10-31 18:33:00
1218,3782,Interrapidisimo,18236.0,2,2023-10-23 21:33:00,2023-10-25 21:33:00
1219,4388,Interrapidisimo,17991.0,2,2023-10-24 18:01:00,2023-10-23 18:01:00
1220,2383,DHL,23185.0,5,2023-10-27 19:56:00,2023-10-26 19:56:00
1221,608,Interrapidisimo,26866.0,7,2023-10-30 11:38:00,2023-10-30 11:38:00
1222,184,Servientrega,27624.0,4,2023-10-27 14:55:00,2023-10-29 14:55:00
1223,765,Servientrega,32565.0,9,2023-11-01 20:29:00,2023-11-04 20:29:00
1224,841,Coordinadora,7680.0,9,2023-11-01 20:52:00,2023-11-02 20:52:00
1225,4182,Envía,26751.0,1,2023-10-24 21:54:00,2023-10-26 21:54:00
1226,3429,Envía,692.0,6,2023-10-30 08:15:00,2023-11-01 08:15:00
1227,274,Servientrega,19351.0,4,2023-10-28 10:34:00,2023-10-30 10:34:00
1228,2204,Interrapidisimo,229.0,6,2023-10-30 10:49:00,2023-10-30 10:49:00
1229,2939,FedEx,32726.0,3,2023-10-27 13:30:00,2023-10-26 13:30:00
1230,4316,Envía,13627.0,8,2023-11-01 13:42:00,2023-11-03 13:42:00
1231,1772,FedEx,27683.0,6,2023-10-31 15:59:00,2023-11-03 15:59:00
1232,2438,Envía,8242.0,6,2023-10-31 16:55:00,2023-11-01 16:55:00
1233,3116,Interrapidisimo,31903.0,1,2023-10-26 18:15:00,2023-10-24 18:15:00
1234,2142,DHL,10355.0,8,2023-11-02 18:59:00,2023-11-04 18:59:00
1235,878,Servientrega,7293.0,1,2023-10-27 09:10:00,2023-10-27 09:10:00
1236,3425,Interrapidisimo,31515.0,2,2023-10-28 10:30:00,2023-11-01 10:30:00
1237,2146,Coordinadora,13175.0,1,2023-10-27 19:01:00,2023-10-31 19:01:00
1238,3820,DHL,25191.0,3,2023-10-29 19:42:00,2023-11-02 19:42:00
1239,3192,Interrapidisimo,6744.0,3,2023-10-29 20:00:00,2023-11-02 20:00:00
1240,2777,FedEx,16582.0,8,2023-11-03 21:47:00,2023-11-05 21:47:00
1241,650,Coordinadora,4351.0,1,2023-10-28 12:02:00,2023-11-01 12:02:00
1242,372,Interrapidisimo,12638.0,3,2023-10-30 12:12:00,2023-10-29 12:12:00
1243,2732,Servientrega,27113.0,6,2023-11-02 13:29:00,2023-11-02 13:29:00
1244,1686,DHL,11130.0,2,2023-10-29 19:46:00,2023-11-01 19:46:00
1245,1719,Coordinadora,30103.0,5,2023-11-02 08:10:00,2023-11-04 08:10:00
1246,4159,Servientrega,29091.0,1,2023-10-29 13:09:00,2023-10-27 13:09:00
1247,3205,DHL,18530.0,4,2023-11-01 19:25:00,2023-10-30 19:25:00
1248,3233,Envía,29042.0,4,2023-11-01 19:27:00,2023-11-02 19:27:00
1249,4554,Interrapidisimo,1309.0,1,2023-10-29 20:06:00,2023-10-30 20:06:00
1250,1293,Interrapidisimo,27562.0,9,2023-11-07 09:48:00,2023-11-09 09:48:00
1251,4583,FedEx,11025.0,6,2023-11-04 15:43:00,2023-11-05 15:43:00
1252,3819,Coordinadora,26125.0,6,2023-11-04 17:18:00,2023-11-02 17:18:00
1253,2680,DHL,29874.0,3,2023-11-01 20:36:00,2023-11-03 20:36:00
1254,371,Servientrega,5625.0,8,2023-11-07 11:06:00,2023-11-07 11:06:00
1255,3716,FedEx,18065.0,2,2023-11-01 12:38:00,2023-11-04 12:38:00
1256,3851,DHL,13696.0,9,2023-11-08 14:27:00,2023-11-08 14:27:00
1257,1218,Interrapidisimo,17905.0,8,2023-11-07 17:45:00,2023-11-05 17:45:00
1258,272,Interrapidisimo,32343.0,3,2023-11-02 20:57:00,2023-11-04 20:57:00
1259,1299,Servientrega,29183.0,1,2023-10-31 21:38:00,2023-11-04 21:38:00
1260,2097,Interrapidisimo,12311.0,7,2023-11-06 21:53:00,2023-11-10 21:53:00
1261,2219,Coordinadora,264.0,6,2023-11-06 08:41:00,2023-11-05 08:41:00
1262,293,Coordinadora,29423.0,7,2023-11-07 09:08:00,2023-11-11 09:08:00
1263,3037,Servientrega,8481.0,3,2023-11-03 09:22:00,2023-11-02 09:22:00
1264,2644,FedEx,21891.0,9,2023-11-09 15:09:00,2023-11-11 15:09:00
1265,1307,Servientrega,28061.0,9,2023-11-09 17:37:00,2023-11-10 17:37:00
1266,3029,DHL,3439.0,1,2023-11-02 08:14:00,2023-11-04 08:14:00
1267,4023,DHL,27715.0,5,2023-11-06 11:07:00,2023-11-05 11:07:00
1268,1677,Coordinadora,34781.0,5,2023-11-06 13:25:00,2023-11-08 13:25:00
1269,2483,DHL,33451.0,1,2023-11-02 18:40:00,2023-11-04 18:40:00
1270,4158,FedEx,17748.0,6,2023-11-07 20:41:00,2023-11-05 20:41:00
1271,2984,Interrapidisimo,11448.0,4,2023-11-06 09:23:00,2023-11-05 09:23:00
1272,2360,Coordinadora,29955.0,6,2023-11-08 15:34:00,2023-11-10 15:34:00
1273,613,Envía,33297.0,5,2023-11-07 17:57:00,2023-11-10 17:57:00
1274,2515,Servientrega,20587.0,5,2023-11-07 19:37:00,2023-11-08 19:37:00
1275,2595,Servientrega,4862.0,5,2023-11-07 22:36:00,2023-11-05 22:36:00
1276,2068,Interrapidisimo,27339.0,6,2023-11-09 13:32:00,2023-11-07 13:32:00
1277,1854,Interrapidisimo,29947.0,9,2023-11-12 15:51:00,2023-11-14 15:51:00
1278,458,Servientrega,18913.0,8,2023-11-11 16:46:00,2023-11-12 16:46:00
1279,1734,Coordinadora,32162.0,1,2023-11-04 17:06:00,2023-11-06 17:06:00
1280,4239,Servientrega,18023.0,5,2023-11-09 08:37:00,2023-11-08 08:37:00
1281,2203,Coordinadora,9787.0,5,2023-11-09 10:55:00,2023-11-08 10:55:00
1282,1108,DHL,23384.0,9,2023-11-13 10:59:00,2023-11-17 10:59:00
1283,404,Servientrega,1132.0,6,2023-11-10 13:05:00,2023-11-10 13:05:00
1284,4855,Servientrega,32560.0,4,2023-11-08 14:48:00,2023-11-08 14:48:00
1285,4584,Interrapidisimo,9948.0,8,2023-11-12 16:18:00,2023-11-13 16:18:00
1286,4848,Interrapidisimo,12363.0,2,2023-11-06 22:37:00,2023-11-10 22:37:00
1287,4151,Interrapidisimo,20613.0,1,2023-11-05 22:42:00,2023-11-07 22:42:00
1288,1943,Servientrega,27629.0,3,2023-11-08 08:31:00,2023-11-08 08:31:00
1289,1397,Interrapidisimo,3203.0,1,2023-11-06 10:12:00,2023-11-07 10:12:00
1290,808,Interrapidisimo,15055.0,9,2023-11-15 08:13:00,2023-11-14 08:13:00
1291,4148,FedEx,14528.0,7,2023-11-13 10:27:00,2023-11-15 10:27:00
1292,3027,Servientrega,7395.0,3,2023-11-09 16:54:00,2023-11-13 16:54:00
1293,2421,Interrapidisimo,5533.0,2,2023-11-08 18:28:00,2023-11-11 18:28:00
1294,4672,DHL,13891.0,5,2023-11-12 13:41:00,2023-11-15 13:41:00
1295,631,Interrapidisimo,24980.0,6,2023-11-13 14:44:00,2023-11-12 14:44:00
1296,4954,FedEx,10898.0,7,2023-11-14 15:52:00,2023-11-17 15:52:00
1297,4242,Envía,24067.0,3,2023-11-10 18:29:00,2023-11-11 18:29:00
1298,1049,Interrapidisimo,4153.0,9,2023-11-16 22:26:00,2023-11-14 22:26:00
1299,179,Servientrega,17845.0,5,2023-11-13 15:02:00,2023-11-17 15:02:00
1300,4409,DHL,10925.0,8,2023-11-17 11:55:00,2023-11-19 11:55:00
1301,1078,DHL,10627.0,9,2023-11-18 12:05:00,2023-11-20 12:05:00
1302,2134,Interrapidisimo,30189.0,4,2023-11-13 14:19:00,2023-11-17 14:19:00
1303,3690,DHL,22719.0,8,2023-11-17 16:46:00,2023-11-15 16:46:00
1304,1656,Interrapidisimo,20468.0,4,2023-11-13 17:36:00,2023-11-17 17:36:00
1305,4,Interrapidisimo,2707.0,8,2023-11-17 19:13:00,2023-11-15 19:13:00
1306,4379,Interrapidisimo,20525.0,7,2023-11-17 08:39:00,2023-11-17 08:39:00
1307,1439,Interrapidisimo,31581.0,8,2023-11-18 11:44:00,2023-11-18 11:44:00
1308,3050,DHL,21987.0,6,2023-11-17 08:05:00,2023-11-20 08:05:00
1309,2665,Envía,4046.0,2,2023-11-13 10:15:00,2023-11-11 10:15:00
1310,3539,Interrapidisimo,21188.0,8,2023-11-19 13:36:00,2023-11-23 13:36:00
1311,3986,Servientrega,13904.0,7,2023-11-18 14:07:00,2023-11-20 14:07:00
1312,3605,DHL,21479.0,3,2023-11-14 15:22:00,2023-11-16 15:22:00
1313,3065,Interrapidisimo,18658.0,2,2023-11-14 09:19:00,2023-11-17 09:19:00
1314,562,Servientrega,25827.0,7,2023-11-19 10:42:00,2023-11-21 10:42:00
1315,2290,Servientrega,8644.0,5,2023-11-17 11:21:00,2023-11-17 11:21:00
1316,3299,Coordinadora,12419.0,4,2023-11-16 12:26:00,2023-11-17 12:26:00
1317,2380,Interrapidisimo,8527.0,9,2023-11-21 12:55:00,2023-11-23 12:55:00
1318,860,DHL,13821.0,3,2023-11-15 14:45:00,2023-11-19 14:45:00
1319,2001,Servientrega,30570.0,8,2023-11-20 17:18:00,2023-11-18 17:18:00
1320,861,FedEx,5254.0,6,2023-11-18 19:24:00,2023-11-18 19:24:00
1321,907,Servientrega,5894.0,2,2023-11-14 19:27:00,2023-11-16 19:27:00
1322,1976,Servientrega,20445.0,7,2023-11-19 19:34:00,2023-11-19 19:34:00
1323,2427,Servientrega,6171.0,2,2023-11-14 21:31:00,2023-11-14 21:31:00
1324,2048,DHL,23072.0,3,2023-11-16 09:02:00,2023-11-16 09:02:00
1325,185,Interrapidisimo,11112.0,5,2023-11-18 09:30:00,2023-11-21 09:30:00
1326,4132,DHL,306.0,7,2023-11-20 11:03:00,2023-11-23 11:03:00
1327,4638,DHL,30721.0,9,2023-11-22 12:40:00,2023-11-23 12:40:00
1328,2749,FedEx,5639.0,9,2023-11-22 16:14:00,2023-11-22 16:14:00
1329,256,Interrapidisimo,28347.0,5,2023-11-18 22:26:00,2023-11-19 22:26:00
1330,4596,FedEx,28396.0,7,2023-11-21 09:45:00,2023-11-21 09:45:00
1331,1971,Coordinadora,25649.0,2,2023-11-16 13:49:00,2023-11-16 13:49:00
1332,1991,FedEx,33843.0,7,2023-11-21 15:18:00,2023-11-25 15:18:00
1333,3079,Interrapidisimo,28479.0,2,2023-11-16 22:31:00,2023-11-18 22:31:00
1334,1896,Servientrega,1522.0,5,2023-11-20 09:41:00,2023-11-18 09:41:00
1335,4293,Interrapidisimo,7438.0,7,2023-11-22 15:09:00,2023-11-23 15:09:00
1336,2676,Servientrega,21463.0,5,2023-11-21 08:47:00,2023-11-21 08:47:00
1337,4200,Servientrega,15146.0,4,2023-11-20 08:56:00,2023-11-18 08:56:00
1338,111,Servientrega,6189.0,5,2023-11-22 08:26:00,2023-11-20 08:26:00
1339,2847,Servientrega,18728.0,3,2023-11-20 16:03:00,2023-11-19 16:03:00
1340,3151,Coordinadora,7060.0,6,2023-11-23 17:31:00,2023-11-25 17:31:00
1341,2123,Servientrega,13976.0,8,2023-11-26 08:22:00,2023-11-25 08:22:00
1342,4209,Interrapidisimo,14308.0,1,2023-11-19 12:05:00,2023-11-21 12:05:00
1343,3249,Interrapidisimo,23854.0,3,2023-11-21 16:23:00,2023-11-24 16:23:00
1344,1493,DHL,23842.0,7,2023-11-25 16:54:00,2023-11-29 16:54:00
1345,3173,Servientrega,804.0,8,2023-11-26 19:18:00,2023-11-25 19:18:00
1346,332,DHL,30821.0,8,2023-11-27 13:19:00,2023-11-29 13:19:00
1347,4191,DHL,3811.0,7,2023-11-27 08:09:00,2023-11-29 08:09:00
1348,209,Envía,8391.0,9,2023-11-29 09:28:00,2023-11-29 09:28:00
1349,4725,Servientrega,22632.0,8,2023-11-28 12:04:00,2023-11-27 12:04:00
1350,3579,Servientrega,30118.0,3,2023-11-23 12:56:00,2023-11-27 12:56:00
1351,2143,Servientrega,30758.0,2,2023-11-22 13:04:00,2023-11-23 13:04:00
1352,663,DHL,28423.0,5,2023-11-25 14:41:00,2023-11-29 14:41:00
1353,1022,FedEx,32596.0,9,2023-11-29 15:29:00,2023-11-30 15:29:00
1354,2032,Envía,32984.0,2,2023-11-22 16:38:00,2023-11-20 16:38:00
1355,3157,Servientrega,21792.0,5,2023-11-26 10:52:00,2023-11-26 10:52:00
1356,4668,DHL,3489.0,7,2023-11-28 13:32:00,2023-11-27 13:32:00
1357,1406,FedEx,4639.0,8,2023-11-29 15:50:00,2023-11-27 15:50:00
1358,4280,DHL,3359.0,1,2023-11-22 17:25:00,2023-11-22 17:25:00
1359,1332,Servientrega,33194.0,4,2023-11-26 09:19:00,2023-11-26 09:19:00
1360,4685,Envía,9125.0,2,2023-11-24 11:06:00,2023-11-24 11:06:00
1361,4376,Servientrega,19939.0,4,2023-11-26 13:13:00,2023-11-29 13:13:00
1362,3833,DHL,20855.0,9,2023-12-02 08:35:00,2023-12-01 08:35:00
1363,3215,Servientrega,27969.0,7,2023-12-01 08:01:00,2023-11-30 08:01:00
1364,513,Servientrega,19611.0,3,2023-11-27 08:09:00,2023-11-26 08:09:00
1365,938,Servientrega,26443.0,8,2023-12-02 13:35:00,2023-12-02 13:35:00
1366,2558,FedEx,28590.0,1,2023-11-25 18:59:00,2023-11-25 18:59:00
1367,586,FedEx,25473.0,1,2023-11-25 21:20:00,2023-11-24 21:20:00
1368,1990,Servientrega,8710.0,2,2023-11-27 09:33:00,2023-11-30 09:33:00
1369,441,FedEx,33216.0,4,2023-11-29 12:28:00,2023-11-30 12:28:00
1370,4000,Interrapidisimo,32923.0,4,2023-11-29 18:12:00,2023-11-28 18:12:00
1371,2953,DHL,20357.0,1,2023-11-26 22:28:00,2023-11-25 22:28:00
1372,1717,Interrapidisimo,31801.0,6,2023-12-02 10:40:00,2023-12-01 10:40:00
1373,1557,Servientrega,12576.0,4,2023-11-30 12:43:00,2023-12-04 12:43:00
1374,138,Interrapidisimo,27165.0,4,2023-11-30 13:26:00,2023-11-29 13:26:00
1375,4247,Interrapidisimo,22878.0,8,2023-12-04 16:33:00,2023-12-07 16:33:00
1376,4312,Interrapidisimo,837.0,5,2023-12-01 19:27:00,2023-12-01 19:27:00
1377,2663,Interrapidisimo,26922.0,1,2023-11-27 19:34:00,2023-11-28 19:34:00
1378,3719,Interrapidisimo,25807.0,9,2023-12-06 08:07:00,2023-12-06 08:07:00
1379,1714,FedEx,6805.0,7,2023-12-04 18:53:00,2023-12-08 18:53:00
1380,1767,Servientrega,7620.0,6,2023-12-04 09:13:00,2023-12-04 09:13:00
1381,4702,Servientrega,20987.0,8,2023-12-06 14:52:00,2023-12-10 14:52:00
1382,3147,Servientrega,9719.0,2,2023-11-30 17:13:00,2023-11-29 17:13:00
1383,434,DHL,18724.0,3,2023-12-01 21:12:00,2023-12-03 21:12:00
1384,3706,DHL,16449.0,9,2023-12-08 11:48:00,2023-12-12 11:48:00
1385,2748,Envía,25366.0,4,2023-12-04 09:13:00,2023-12-07 09:13:00
1386,3243,DHL,27655.0,6,2023-12-06 10:32:00,2023-12-10 10:32:00
1387,4585,Coordinadora,34239.0,2,2023-12-02 12:31:00,2023-12-03 12:31:00
1388,4339,DHL,16614.0,4,2023-12-04 16:27:00,2023-12-03 16:27:00
1389,2731,Servientrega,16478.0,6,2023-12-06 17:03:00,2023-12-07 17:03:00
1390,4113,Interrapidisimo,34479.0,4,2023-12-04 22:11:00,2023-12-06 22:11:00
1391,1861,Servientrega,7369.0,4,2023-12-05 08:13:00,2023-12-07 08:13:00
1392,1925,Interrapidisimo,1765.0,7,2023-12-08 19:47:00,2023-12-12 19:47:00
1393,40,Interrapidisimo,29140.0,4,2023-12-06 12:06:00,2023-12-07 12:06:00
1394,1090,Servientrega,10609.0,5,2023-12-07 15:22:00,2023-12-08 15:22:00
1395,3844,DHL,22057.0,9,2023-12-11 17:08:00,2023-12-14 17:08:00
1396,2194,FedEx,26166.0,1,2023-12-03 19:46:00,2023-12-05 19:46:00
1397,3195,Coordinadora,29360.0,3,2023-12-06 14:03:00,2023-12-04 14:03:00
1398,1047,Envía,15925.0,3,2023-12-06 15:22:00,2023-12-09 15:22:00
1399,1149,FedEx,27514.0,8,2023-12-11 15:29:00,2023-12-11 15:29:00
1400,936,Interrapidisimo,19786.0,7,2023-12-10 22:47:00,2023-12-13 22:47:00
1401,4217,FedEx,1592.0,5,2023-12-09 08:51:00,2023-12-09 08:51:00
1402,554,Coordinadora,34823.0,8,2023-12-12 10:20:00,2023-12-13 10:20:00
1403,2643,FedEx,17689.0,1,2023-12-05 12:07:00,2023-12-07 12:07:00
1404,3587,Servientrega,33977.0,7,2023-12-11 12:13:00,2023-12-13 12:13:00
1405,1029,DHL,19232.0,1,2023-12-06 08:25:00,2023-12-05 08:25:00
1406,1495,Interrapidisimo,30991.0,8,2023-12-13 09:48:00,2023-12-13 09:48:00
1407,423,FedEx,17238.0,1,2023-12-07 19:28:00,2023-12-08 19:28:00
1408,1683,Envía,11043.0,4,2023-12-10 20:32:00,2023-12-08 20:32:00
1409,3724,Coordinadora,22523.0,1,2023-12-07 21:27:00,2023-12-08 21:27:00
1410,3747,Servientrega,3238.0,9,2023-12-16 09:18:00,2023-12-15 09:18:00
1411,4326,DHL,14003.0,4,2023-12-11 17:24:00,2023-12-14 17:24:00
1412,3121,Interrapidisimo,2333.0,2,2023-12-09 22:09:00,2023-12-11 22:09:00
1413,1474,DHL,1517.0,4,2023-12-12 09:08:00,2023-12-10 09:08:00
1414,4889,Envía,12551.0,7,2023-12-15 09:08:00,2023-12-17 09:08:00
1415,1102,FedEx,31488.0,3,2023-12-11 13:10:00,2023-12-11 13:10:00
1416,4990,DHL,32208.0,7,2023-12-15 16:13:00,2023-12-16 16:13:00
1417,2030,DHL,24663.0,3,2023-12-11 20:11:00,2023-12-10 20:11:00
1418,1886,Interrapidisimo,17875.0,7,2023-12-16 10:54:00,2023-12-16 10:54:00
1419,2430,Coordinadora,32594.0,5,2023-12-14 11:36:00,2023-12-18 11:36:00
1420,2740,FedEx,4644.0,8,2023-12-17 16:20:00,2023-12-19 16:20:00
1421,3171,Servientrega,23369.0,4,2023-12-13 18:07:00,2023-12-12 18:07:00
1422,1967,FedEx,26226.0,1,2023-12-10 20:17:00,2023-12-14 20:17:00
1423,1875,Coordinadora,20828.0,3,2023-12-13 18:51:00,2023-12-13 18:51:00
1424,367,Servientrega,9452.0,1,2023-12-12 09:32:00,2023-12-15 09:32:00
1425,996,Envía,28286.0,4,2023-12-15 13:45:00,2023-12-18 13:45:00
1426,3040,Envía,27888.0,7,2023-12-18 19:32:00,2023-12-16 19:32:00
1427,3320,Servientrega,1054.0,4,2023-12-15 20:15:00,2023-12-16 20:15:00
