id_log,proceso,estado,timestamp,registros_procesados
8415,CargaDetalleOrdenes,Éxito,2026-01-13 20:10:24,22
8416,CargaDetalleOrdenes,Éxito,2026-01-09 02:24:16,45
8417,CargaDetalleOrdenes,Éxito,2026-01-02 22:02:35,36
8418,CargaDetalleOrdenes,Éxito,2026-01-13 17:12:45,11
8419,CargaDetalleOrdenes,Éxito,2026-01-04 07:00:58,74
8420,CargaDetalleOrdenes,Éxito,2026-01-09 06:30:49,81
8421,CargaDetalleOrdenes,Éxito,2026-01-12 07:02:58,10
8422,CargaDetalleOrdenes,Éxito,2026-01-05 03:01:24,18
8423,CargaDetalleOrdenes,Error,2026-01-30 16:06:53,19
8424,CargaDetalleOrdenes,Éxito,2026-01-02 16:36:12,3
8425,CargaDetalleOrdenes,Éxito,2026-01-18 06:53:09,91
8426,CargaDetalleOrdenes,Éxito,2026-01-22 20:31:58,11
8427,CargaDetalleOrdenes,Éxito,2026-01-23 10:03:55,55
8428,CargaDetalleOrdenes,Éxito,2026-01-07 12:03:49,49
8429,CargaDetalleOrdenes,Reintento,2026-01-01 08:31:54,90
8430,CargaDetalleOrdenes,Éxito,2026-01-14 00:51:40,62
8431,CargaDetalleOrdenes,Éxito,2026-01-14 13:38:21,61
8432,CargaDetalleOrdenes,Éxito,2026-01-04 05:13:38,26
8433,CargaDetalleOrdenes,Éxito,2026-01-01 22:55:45,85
8434,CargaDetalleOrdenes,Éxito,2026-01-03 17:56:25,4
8435,CargaDetalleOrdenes,Éxito,2026-01-25 00:25:23,95
8436,CargaDetalleOrdenes,Éxito,2026-01-29 17:13:24,72
8437,CargaDetalleOrdenes,Éxito,2026-01-14 05:01:57,62
8438,CargaDetalleOrdenes,Éxito,2026-01-05 20:09:52,52
8439,CargaDetalleOrdenes,Error,2026-01-28 10:18:11,86
8440,CargaDetalleOrdenes,Éxito,2026-01-11 10:35:59,25
8441,CargaDetalleOrdenes,Éxito,2026-01-08 17:54:07,24
8442,CargaDetalleOrdenes,Éxito,2026-01-14 03:24:52,70
8443,CargaDetalleOrdenes,Éxito,2026-01-19 00:30:57,27
8444,CargaDetalleOrdenes,Éxito,2026-01-12 15:51:03,45
8445,CargaDetalleOrdenes,Éxito,2026-01-27 17:46:23,30
8446,CargaDetalleOrdenes,Éxito,2026-01-04 15:42:41,78
8447,CargaDetalleOrdenes,Éxito,2026-01-03 21:19:09,51
8448,CargaDetalleOrdenes,Éxito,2026-01-24 10:24:39,26
8449,CargaDetalleOrdenes,Error,2026-01-30 21:50:18,26
8450,CargaDetalleOrdenes,Éxito,2026-01-16 00:40:15,6
8451,CargaDetalleOrdenes,Éxito,2026-01-05 19:05:58,12
8452,CargaDetalleOrdenes,Éxito,2026-01-08 00:17:17,73
8453,CargaDetalleOrdenes,Éxito,2026-01-08 00:00:11,54
8454,CargaDetalleOrdenes,Éxito,2026-01-14 10:47:02,8
8455,CargaDetalleOrdenes,Éxito,2026-01-27 09:47:23,17
8456,CargaDetalleOrdenes,Éxito,2026-01-23 14:28:55,26
8457,CargaDetalleOrdenes,Éxito,2026-01-02 08:48:36,64
8458,CargaDetalleOrdenes,Éxito,2026-01-29 12:20:57,56
8459,CargaDetalleOrdenes,Éxito,2026-01-28 02:08:29,92
8460,CargaDetalleOrdenes,Éxito,2026-01-24 01:01:47,8
8461,CargaDetalleOrdenes,Éxito,2026-01-08 07:57:17,44
8462,CargaDetalleOrdenes,Éxito,2026-01-19 22:07:13,83
8463,CargaDetalleOrdenes,Éxito,2026-01-13 09:58:52,18
8464,CargaDetalleOrdenes,Éxito,2026-01-28 21:09:00,45
8465,CargaDetalleOrdenes,Éxito,2026-01-20 18:02:32,12
8466,CargaDetalleOrdenes,Éxito,2026-01-10 22:28:35,98
8467,CargaDetalleOrdenes,Éxito,2026-01-09 21:35:51,93
8468,CargaDetalleOrdenes,Éxito,2026-01-09 14:45:04,86
8469,CargaDetalleOrdenes,Éxito,2026-01-19 02:48:10,97
8470,CargaDetalleOrdenes,Éxito,2026-01-04 19:01:35,66
8471,CargaDetalleOrdenes,Éxito,2026-01-25 01:53:32,97
8472,CargaDetalleOrdenes,Éxito,2026-01-15 11:49:58,94
8473,CargaDetalleOrdenes,Éxito,2026-01-07 23:57:01,18
8474,CargaDetalleOrdenes,Éxito,2026-01-10 00:08:56,53
8475,CargaDetalleOrdenes,Error,2026-01-15 01:25:23,59
8476,CargaDetalleOrdenes,Éxito,2026-01-01 16:17:53,70
8477,CargaDetalleOrdenes,Éxito,2026-01-13 20:45:52,91
8478,CargaDetalleOrdenes,Éxito,2026-01-11 09:18:37,57
8479,CargaDetalleOrdenes,Éxito,2026-01-09 08:51:01,48
8480,CargaDetalleOrdenes,Éxito,2026-01-21 08:25:19,36
8481,CargaDetalleOrdenes,Éxito,2026-01-05 20:08:03,11
8482,CargaDetalleOrdenes,Éxito,2026-01-06 05:41:31,79
8483,CargaDetalleOrdenes,Éxito,2026-01-26 21:39:12,20
8484,CargaDetalleOrdenes,Éxito,2026-01-03 12:08:20,90
8485,CargaDetalleOrdenes,Éxito,2026-01-02 17:17:51,5
8486,CargaDetalleOrdenes,Éxito,2026-01-10 08:11:03,91
8487,CargaDetalleOrdenes,Éxito,2026-01-15 19:54:30,90
8488,CargaDetalleOrdenes,Éxito,2026-01-19 13:43:42,42
8489,CargaDetalleOrdenes,Éxito,2026-01-26 12:38:54,15
8490,CargaDetalleOrdenes,Éxito,2026-01-21 22:52:30,77
8491,CargaDetalleOrdenes,Éxito,2026-01-05 19:35:45,4
8492,CargaDetalleOrdenes,Éxito,2026-01-19 12:27:33,44
8493,CargaDetalleOrdenes,Éxito,2026-01-11 10:37:26,5
8494,CargaDetalleOrdenes,Éxito,2026-01-03 10:33:27,61
8495,CargaDetalleOrdenes,Éxito,2026-01-24 01:17:17,76
8496,CargaDetalleOrdenes,Éxito,2026-01-01 13:58:48,79
8497,CargaDetalleOrdenes,Éxito,2026-01-08 05:57:28,73
8498,CargaDetalleOrdenes,Éxito,2026-01-27 12:19:01,93
8499,CargaDetalleOrdenes,Éxito,2026-01-20 09:17:01,30
8500,CargaDetalleOrdenes,Éxito,2026-01-22 18:42:57,23
8501,CargaDetalleOrdenes,Éxito,2026-01-09 05:52:20,59
8502,CargaDetalleOrdenes,Éxito,2026-01-03 17:21:00,84
8503,CargaDetalleOrdenes,Éxito,2026-01-08 08:26:52,4
8504,CargaDetalleOrdenes,Error,2026-01-02 16:57:01,37
8505,CargaDetalleOrdenes,Éxito,2026-01-02 13:02:48,95
8506,CargaDetalleOrdenes,Éxito,2026-01-29 20:42:32,56
8507,CargaDetalleOrdenes,Éxito,2026-01-17 06:33:39,49
8508,CargaDetalleOrdenes,Éxito,2026-01-12 11:28:45,25
8509,CargaDetalleOrdenes,Éxito,2026-01-19 23:27:32,83
8510,CargaDetalleOrdenes,Éxito,2026-01-21 02:28:00,97
8511,CargaDetalleOrdenes,Éxito,2026-01-07 13:55:04,46
8512,CargaDetalleOrdenes,Éxito,2026-01-04 09:38:50,66
8513,CargaDetalleOrdenes,Éxito,2026-01-28 17:32:39,98
8514,CargaDetalleOrdenes,Éxito,2026-01-18 11:53:09,9
8515,CargaDetalleOrdenes,Éxito,2026-01-10 13:02:54,3
8516,CargaDetalleOrdenes,Éxito,2026-01-20 20:50:03,11
8517,CargaDetalleOrdenes,Éxito,2026-01-27 09:27:28,16
8518,CargaDetalleOrdenes,Éxito,2026-01-29 07:42:05,10
8519,CargaDetalleOrdenes,Error,2026-01-02 12:19:26,86
8520,CargaDetalleOrdenes,Éxito,2026-01-01 11:37:24,94
8521,CargaDetalleOrdenes,Éxito,2026-01-17 10:55:18,69
8522,CargaDetalleOrdenes,Éxito,2026-01-23 13:35:06,11
8523,CargaDetalleOrdenes,Éxito,2026-01-24 02:20:33,63
8524,CargaDetalleOrdenes,Éxito,2026-01-30 08:46:38,47
8525,CargaDetalleOrdenes,Éxito,2026-01-16 04:39:28,85
8526,CargaDetalleOrdenes,Éxito,2026-01-02 10:58:54,66
8527,CargaDetalleOrdenes,Éxito,2026-01-03 21:49:35,6
8528,CargaDetalleOrdenes,Éxito,2026-01-05 15:35:29,49
8529,CargaDetalleOrdenes,Éxito,2026-01-25 00:38:18,85
8530,CargaDetalleOrdenes,Éxito,2026-01-12 19:34:32,95
8531,CargaDetalleOrdenes,Éxito,2026-01-07 15:06:20,22
8532,CargaDetalleOrdenes,Éxito,2026-01-17 04:36:01,35
8533,CargaDetalleOrdenes,Éxito,2026-01-28 08:02:33,91
8534,CargaDetalleOrdenes,Éxito,2026-01-01 14:21:31,96
8535,CargaDetalleOrdenes,Éxito,2026-01-02 06:17:18,38
8536,CargaDetalleOrdenes,Éxito,2026-01-23 09:33:50,16
8537,CargaDetalleOrdenes,Éxito,2026-01-11 11:52:37,93
8538,CargaDetalleOrdenes,Éxito,2026-01-30 20:55:05,16
8539,CargaDetalleOrdenes,Éxito,2026-01-23 09:39:43,19
8540,CargaDetalleOrdenes,Éxito,2026-01-05 08:14:46,72
8541,CargaDetalleOrdenes,Éxito,2026-01-10 04:47:28,51
8542,CargaDetalleOrdenes,Éxito,2026-01-02 16:19:13,97
8543,CargaDetalleOrdenes,Éxito,2026-01-22 22:00:06,63
8544,CargaDetalleOrdenes,Éxito,2026-01-09 08:00:15,12
8545,CargaDetalleOrdenes,Éxito,2026-01-08 18:42:07,89
8546,CargaDetalleOrdenes,Éxito,2026-01-05 12:57:48,71
8547,CargaDetalleOrdenes,Éxito,2026-01-06 07:10:37,74
8548,CargaDetalleOrdenes,Éxito,2026-01-10 21:54:11,29
8549,CargaDetalleOrdenes,Éxito,2026-01-27 05:46:11,39
8550,CargaDetalleOrdenes,Éxito,2026-01-19 11:31:05,93
8551,CargaDetalleOrdenes,Éxito,2026-01-28 11:52:14,90
8552,CargaDetalleOrdenes,Éxito,2026-01-03 00:04:02,33
8553,CargaDetalleOrdenes,Éxito,2026-01-25 17:23:46,94
8554,CargaDetalleOrdenes,Éxito,2026-01-23 22:38:06,73
8555,CargaDetalleOrdenes,Éxito,2026-01-04 16:02:45,80
8556,CargaDetalleOrdenes,Error,2026-01-19 22:12:19,98
8557,CargaDetalleOrdenes,Éxito,2026-01-25 01:25:56,69
8558,CargaDetalleOrdenes,Éxito,2026-01-07 22:03:55,46
8559,CargaDetalleOrdenes,Éxito,2026-01-10 00:17:01,85
8560,CargaDetalleOrdenes,Éxito,2026-01-06 19:45:08,25
8561,CargaDetalleOrdenes,Éxito,2026-01-02 05:04:15,94
8562,CargaDetalleOrdenes,Éxito,2026-01-13 07:47:54,84
8563,CargaDetalleOrdenes,Éxito,2026-01-16 08:24:54,94
8564,CargaDetalleOrdenes,Éxito,2026-01-14 13:26:25,10
8565,CargaDetalleOrdenes,Éxito,2026-01-20 18:47:12,60
8566,CargaDetalleOrdenes,Éxito,2026-01-06 10:20:36,26
8567,CargaDetalleOrdenes,Éxito,2026-01-25 01:51:22,60
8568,CargaDetalleOrdenes,Éxito,2026-01-06 09:16:37,59
8569,CargaDetalleOrdenes,Éxito,2026-01-28 15:29:29,4
8570,CargaDetalleOrdenes,Éxito,2026-01-09 02:46:59,6
8571,CargaDetalleOrdenes,Éxito,2026-01-27 13:29:05,99
8572,CargaDetalleOrdenes,Éxito,2026-01-04 07:41:41,97
8573,CargaDetalleOrdenes,Éxito,2026-01-24 00:12:16,20
8574,CargaDetalleOrdenes,Éxito,2026-01-01 07:19:36,70
8575,CargaDetalleOrdenes,Éxito,2026-01-23 01:51:59,83
8576,CargaDetalleOrdenes,Éxito,2026-01-13 11:14:05,89
8577,CargaDetalleOrdenes,Éxito,2026-01-15 20:58:26,11
8578,CargaDetalleOrdenes,Éxito,2026-01-12 21:18:14,92
8579,CargaDetalleOrdenes,Éxito,2026-01-20 18:15:43,3
8580,CargaDetalleOrdenes,Éxito,2026-01-03 14:40:26,4
8581,CargaDetalleOrdenes,Éxito,2026-01-08 00:35:14,64
8582,CargaDetalleOrdenes,Éxito,2026-01-11 22:49:23,81
8583,CargaDetalleOrdenes,Éxito,2026-01-15 15:18:46,70
8584,CargaDetalleOrdenes,Éxito,2026-01-15 05:31:40,5
8585,CargaDetalleOrdenes,Éxito,2026-01-07 09:29:37,96
8586,CargaDetalleOrdenes,Éxito,2026-01-09 21:59:15,87
8587,CargaDetalleOrdenes,Éxito,2026-01-18 12:03:59,20
8588,CargaDetalleOrdenes,Éxito,2026-01-08 00:02:02,58
8589,CargaDetalleOrdenes,Éxito,2026-01-05 12:10:11,26
8590,CargaDetalleOrdenes,Éxito,2026-01-20 06:54:04,94
8591,CargaDetalleOrdenes,Éxito,2026-01-01 17:56:18,27
8592,CargaDetalleOrdenes,Éxito,2026-01-07 23:51:16,67
8593,CargaDetalleOrdenes,Éxito,2026-01-17 14:49:59,98
8594,CargaDetalleOrdenes,Error,2026-01-09 18:58:40,12
8595,CargaDetalleOrdenes,Éxito,2026-01-11 10:06:47,31
8596,CargaDetalleOrdenes,Éxito,2026-01-29 12:44:07,98
8597,CargaDetalleOrdenes,Éxito,2026-01-14 02:25:50,50
8598,CargaDetalleOrdenes,Éxito,2026-01-04 23:51:56,44
8599,CargaDetalleOrdenes,Éxito,2026-01-07 21:20:39,95
8600,CargaDetalleOrdenes,Éxito,2026-01-01 19:49:37,34
8601,CargaDetalleOrdenes,Éxito,2026-01-29 07:38:29,82
8602,CargaDetalleOrdenes,Reintento,2026-01-14 04:26:01,42
8603,CargaDetalleOrdenes,Éxito,2026-01-15 19:27:24,28
8604,CargaDetalleOrdenes,Éxito,2026-01-22 15:43:05,93
8605,CargaDetalleOrdenes,Éxito,2026-01-24 00:47:10,47
8606,CargaDetalleOrdenes,Éxito,2026-01-09 18:03:30,2
8607,CargaDetalleOrdenes,Éxito,2026-01-19 05:52:15,49
8608,CargaDetalleOrdenes,Éxito,2026-01-30 22:53:06,72
8609,CargaDetalleOrdenes,Éxito,2026-01-02 02:20:07,7
8610,CargaDetalleOrdenes,Éxito,2026-01-11 02:37:19,54
8611,CargaDetalleOrdenes,Éxito,2026-01-09 20:46:52,91
8612,CargaDetalleOrdenes,Éxito,2026-01-21 10:06:42,54
8613,CargaDetalleOrdenes,Éxito,2026-01-18 03:25:02,76
8614,CargaDetalleOrdenes,Éxito,2026-01-16 07:56:27,64
8615,CargaDetalleOrdenes,Éxito,2026-01-05 13:57:10,67
8616,CargaDetalleOrdenes,Éxito,2026-01-11 21:44:07,44
8617,CargaDetalleOrdenes,Éxito,2026-01-07 08:06:06,84
8618,CargaDetalleOrdenes,Éxito,2026-01-23 19:58:05,36
8619,CargaDetalleOrdenes,Éxito,2026-01-20 20:29:26,32
8620,CargaDetalleOrdenes,Éxito,2026-01-04 19:55:42,47
8621,CargaDetalleOrdenes,Reintento,2026-01-23 14:29:06,81
8622,CargaDetalleOrdenes,Error,2026-01-30 06:10:14,89
8623,CargaDetalleOrdenes,Éxito,2026-01-15 13:39:03,25
8624,CargaDetalleOrdenes,Éxito,2026-01-28 01:10:29,89
8625,CargaDetalleOrdenes,Éxito,2026-01-02 04:05:09,41
8626,CargaDetalleOrdenes,Éxito,2026-01-07 12:02:50,98
8627,CargaDetalleOrdenes,Éxito,2026-01-14 02:58:43,41
8628,CargaDetalleOrdenes,Éxito,2026-01-17 17:53:30,72
8629,CargaDetalleOrdenes,Éxito,2026-01-18 10:22:13,85
8630,CargaDetalleOrdenes,Éxito,2026-01-29 08:48:45,51
8631,CargaDetalleOrdenes,Éxito,2026-01-27 05:12:13,51
8632,CargaDetalleOrdenes,Éxito,2026-01-18 00:39:35,96
8633,CargaDetalleOrdenes,Error,2026-01-06 10:25:38,39
8634,CargaDetalleOrdenes,Éxito,2026-01-19 13:22:15,61
8635,CargaDetalleOrdenes,Éxito,2026-01-02 19:10:21,83
8636,CargaDetalleOrdenes,Éxito,2026-01-07 09:06:27,63
8637,CargaDetalleOrdenes,Éxito,2026-01-06 03:13:46,18
8638,CargaDetalleOrdenes,Éxito,2026-01-06 03:50:57,42
8639,CargaDetalleOrdenes,Éxito,2026-01-28 21:53:29,73
8640,CargaDetalleOrdenes,Éxito,2026-01-06 08:40:19,33
8641,CargaDetalleOrdenes,Éxito,2026-01-16 12:26:29,37
8642,CargaDetalleOrdenes,Éxito,2026-01-27 01:40:42,2
8643,CargaDetalleOrdenes,Éxito,2026-01-29 05:25:45,50
8644,CargaDetalleOrdenes,Éxito,2026-01-05 09:55:41,21
8645,CargaDetalleOrdenes,Éxito,2026-01-09 06:54:51,28
8646,CargaDetalleOrdenes,Éxito,2026-01-21 20:49:53,47
8647,CargaDetalleOrdenes,Éxito,2026-01-27 05:43:10,70
8648,CargaDetalleOrdenes,Éxito,2026-01-20 15:23:49,37
8649,CargaDetalleOrdenes,Error,2026-01-14 20:40:23,33
8650,CargaDetalleOrdenes,Éxito,2026-01-30 10:47:55,11
8651,CargaDetalleOrdenes,Éxito,2026-01-27 00:19:22,70
8652,CargaDetalleOrdenes,Éxito,2026-01-21 01:54:24,44
8653,CargaDetalleOrdenes,Éxito,2026-01-13 09:26:42,4
8654,CargaDetalleOrdenes,Éxito,2026-01-24 06:02:23,28
8655,CargaDetalleOrdenes,Reintento,2026-01-27 23:47:23,30
8656,CargaDetalleOrdenes,Éxito,2026-01-21 18:36:33,55
8657,CargaDetalleOrdenes,Reintento,2026-01-25 22:29:53,94
8658,CargaDetalleOrdenes,Éxito,2026-01-21 10:51:04,22
8659,CargaDetalleOrdenes,Éxito,2026-01-07 03:51:04,28
8660,CargaDetalleOrdenes,Éxito,2026-01-11 09:12:16,20
8661,CargaDetalleOrdenes,Éxito,2026-01-23 12:08:36,16
8662,CargaDetalleOrdenes,Éxito,2026-01-19 09:59:49,84
8663,CargaDetalleOrdenes,Éxito,2026-01-03 20:29:32,11
8664,CargaDetalleOrdenes,Éxito,2026-01-01 11:16:05,64
8665,CargaDetalleOrdenes,Éxito,2026-01-25 06:46:30,51
8666,CargaDetalleOrdenes,Éxito,2026-01-26 12:16:26,75
8667,CargaDetalleOrdenes,Éxito,2026-01-14 01:40:50,91
8668,CargaDetalleOrdenes,Éxito,2026-01-16 03:27:41,7
8669,CargaDetalleOrdenes,Éxito,2026-01-23 03:29:44,25
8670,CargaDetalleOrdenes,Éxito,2026-01-13 13:32:40,83
8671,CargaDetalleOrdenes,Éxito,2026-01-02 03:32:14,26
8672,CargaDetalleOrdenes,Éxito,2026-01-25 19:33:30,8
8673,CargaDetalleOrdenes,Éxito,2026-01-12 04:48:35,48
8674,CargaDetalleOrdenes,Éxito,2026-01-22 06:40:55,60
8675,CargaDetalleOrdenes,Error,2026-01-28 01:31:23,57
8676,CargaDetalleOrdenes,Éxito,2026-01-05 07:11:32,12
8677,CargaDetalleOrdenes,Error,2026-01-28 09:45:15,61
8678,CargaDetalleOrdenes,Éxito,2026-01-06 07:37:05,6
8679,CargaDetalleOrdenes,Éxito,2026-01-28 18:17:48,61
8680,CargaDetalleOrdenes,Reintento,2026-01-02 13:53:56,80
8681,CargaDetalleOrdenes,Éxito,2026-01-24 19:42:06,16
8682,CargaDetalleOrdenes,Éxito,2026-01-15 03:42:38,58
8683,CargaDetalleOrdenes,Éxito,2026-01-28 12:53:54,11
8684,CargaDetalleOrdenes,Éxito,2026-01-07 08:11:39,34
8685,CargaDetalleOrdenes,Éxito,2026-01-05 03:54:38,29
8686,CargaDetalleOrdenes,Éxito,2026-01-22 05:21:19,94
8687,CargaDetalleOrdenes,Éxito,2026-01-15 14:25:44,3
8688,CargaDetalleOrdenes,Éxito,2026-01-03 02:48:42,24
8689,CargaDetalleOrdenes,Éxito,2026-01-03 10:39:51,88
8690,CargaDetalleOrdenes,Éxito,2026-01-20 14:18:09,83
8691,CargaDetalleOrdenes,Éxito,2026-01-28 17:35:24,28
8692,CargaDetalleOrdenes,Éxito,2026-01-26 16:25:49,38
8693,CargaDetalleOrdenes,Éxito,2026-01-10 18:52:51,38
8694,CargaDetalleOrdenes,Éxito,2026-01-20 01:55:21,93
8695,CargaDetalleOrdenes,Éxito,2026-01-30 12:17:20,66
8696,CargaDetalleOrdenes,Éxito,2026-01-07 04:57:53,33
8697,CargaDetalleOrdenes,Éxito,2026-01-10 13:57:53,43
8698,CargaDetalleOrdenes,Éxito,2026-01-16 19:51:31,14
8699,CargaDetalleOrdenes,Éxito,2026-01-12 04:30:24,39
8700,CargaDetalleOrdenes,Éxito,2026-01-14 12:35:43,52
8701,CargaDetalleOrdenes,Éxito,2026-01-27 05:31:58,25
8702,CargaDetalleOrdenes,Éxito,2026-01-14 01:25:32,48
8703,CargaDetalleOrdenes,Éxito,2026-01-25 18:01:54,91
8704,CargaDetalleOrdenes,Éxito,2026-01-22 05:11:44,7
8705,CargaDetalleOrdenes,Éxito,2026-01-14 03:03:39,89
8706,CargaDetalleOrdenes,Éxito,2026-01-22 19:10:41,61
8707,CargaDetalleOrdenes,Éxito,2026-01-02 21:31:22,72
8708,CargaDetalleOrdenes,Éxito,2026-01-25 11:24:00,93
8709,CargaDetalleOrdenes,Éxito,2026-01-08 15:45:27,57
8710,CargaDetalleOrdenes,Éxito,2026-01-06 16:37:39,72
8711,CargaDetalleOrdenes,Éxito,2026-01-11 20:58:50,65
8712,CargaDetalleOrdenes,Éxito,2026-01-28 20:51:23,46
8713,CargaDetalleOrdenes,Éxito,2026-01-26 14:54:46,10
8714,CargaDetalleOrdenes,Éxito,2026-01-20 21:56:20,20
8715,CargaDetalleOrdenes,Éxito,2026-01-16 11:09:02,90
8716,CargaDetalleOrdenes,Éxito,2026-01-14 07:36:25,63
8717,CargaDetalleOrdenes,Éxito,2026-01-21 22:57:33,77
8718,CargaDetalleOrdenes,Éxito,2026-01-10 02:26:37,25
8719,CargaDetalleOrdenes,Éxito,2026-01-08 04:28:20,63
8720,CargaDetalleOrdenes,Éxito,2026-01-01 11:20:03,6
8721,CargaDetalleOrdenes,Éxito,2026-01-09 03:56:06,38
8722,CargaDetalleOrdenes,Éxito,2026-01-04 04:48:00,34
8723,CargaDetalleOrdenes,Éxito,2026-01-09 01:59:10,70
8724,CargaDetalleOrdenes,Éxito,2026-01-10 16:12:12,10
8725,CargaDetalleOrdenes,Éxito,2026-01-24 20:50:04,2
8726,CargaDetalleOrdenes,Éxito,2026-01-08 04:52:49,36
8727,CargaDetalleOrdenes,Éxito,2026-01-01 16:56:45,62
8728,CargaDetalleOrdenes,Éxito,2026-01-18 10:35:27,97
8729,CargaDetalleOrdenes,Éxito,2026-01-16 23:08:31,48
8730,CargaDetalleOrdenes,Éxito,2026-01-01 01:44:09,9
8731,CargaDetalleOrdenes,Éxito,2026-01-11 02:29:51,97
8732,CargaDetalleOrdenes,Éxito,2026-01-11 13:45:36,67
8733,CargaDetalleOrdenes,Éxito,2026-01-01 02:18:17,13
8734,CargaDetalleOrdenes,Éxito,2026-01-03 23:01:22,95
8735,CargaDetalleOrdenes,Éxito,2026-01-02 00:01:31,58
8736,CargaDetalleOrdenes,Éxito,2026-01-01 21:10:26,46
8737,CargaDetalleOrdenes,Éxito,2026-01-27 15:05:59,61
8738,CargaDetalleOrdenes,Éxito,2026-01-26 04:40:31,73
8739,CargaDetalleOrdenes,Éxito,2026-01-19 07:07:27,19
8740,CargaDetalleOrdenes,Éxito,2026-01-13 01:43:04,81
8741,CargaDetalleOrdenes,Éxito,2026-01-15 03:50:39,77
8742,CargaDetalleOrdenes,Éxito,2026-01-20 13:53:08,52
8743,CargaDetalleOrdenes,Éxito,2026-01-23 00:17:32,61
8744,CargaDetalleOrdenes,Éxito,2026-01-12 14:46:22,90
8745,CargaDetalleOrdenes,Éxito,2026-01-29 19:45:41,36
8746,CargaDetalleOrdenes,Éxito,2026-01-06 09:35:31,24
8747,CargaDetalleOrdenes,Éxito,2026-01-30 17:14:56,70
8748,CargaDetalleOrdenes,Éxito,2026-01-01 05:37:35,99
8749,CargaDetalleOrdenes,Éxito,2026-01-01 03:54:47,7
8750,CargaDetalleOrdenes,Éxito,2026-01-26 01:22:03,9
8751,CargaDetalleOrdenes,Éxito,2026-01-26 07:06:59,28
8752,CargaDetalleOrdenes,Éxito,2026-01-28 18:07:19,8
8753,CargaDetalleOrdenes,Error,2026-01-28 13:55:02,17
8754,CargaDetalleOrdenes,Éxito,2026-01-05 08:50:08,67
8755,CargaDetalleOrdenes,Éxito,2026-01-06 21:20:44,29
8756,CargaDetalleOrdenes,Reintento,2026-01-13 05:44:38,16
8757,CargaDetalleOrdenes,Éxito,2026-01-06 18:46:27,47
8758,CargaDetalleOrdenes,Éxito,2026-01-20 17:15:00,2
8759,CargaDetalleOrdenes,Éxito,2026-01-01 03:05:15,86
8760,CargaDetalleOrdenes,Éxito,2026-01-02 02:57:47,94
8761,CargaDetalleOrdenes,Éxito,2026-01-29 03:20:07,60
8762,CargaDetalleOrdenes,Éxito,2026-01-05 11:35:24,61
8763,CargaDetalleOrdenes,Éxito,2026-01-19 15:57:18,26
8764,CargaDetalleOrdenes,Éxito,2026-01-28 13:26:19,31
8765,CargaDetalleOrdenes,Éxito,2026-01-08 09:24:18,16
8766,CargaDetalleOrdenes,Éxito,2026-01-12 09:54:28,14
8767,CargaDetalleOrdenes,Éxito,2026-01-07 17:47:16,48
8768,CargaDetalleOrdenes,Éxito,2026-01-25 00:06:06,82
8769,CargaDetalleOrdenes,Éxito,2026-01-10 18:48:46,35
8770,CargaDetalleOrdenes,Éxito,2026-01-23 04:08:52,44
8771,CargaDetalleOrdenes,Éxito,2026-01-29 06:02:48,70
8772,CargaDetalleOrdenes,Éxito,2026-01-26 19:44:46,37
8773,CargaDetalleOrdenes,Éxito,2026-01-29 00:27:05,56
8774,CargaDetalleOrdenes,Éxito,2026-01-23 07:44:31,29
8775,CargaDetalleOrdenes,Éxito,2026-01-30 23:45:40,80
8776,CargaDetalleOrdenes,Éxito,2026-01-03 04:06:48,56
8777,CargaDetalleOrdenes,Éxito,2026-01-19 20:17:28,67
8778,CargaDetalleOrdenes,Éxito,2026-01-01 10:22:36,80
8779,CargaDetalleOrdenes,Reintento,2026-01-27 07:12:57,37
8780,CargaDetalleOrdenes,Éxito,2026-01-17 08:26:42,39
8781,CargaDetalleOrdenes,Éxito,2026-01-15 13:45:36,79
8782,CargaDetalleOrdenes,Éxito,2026-01-27 09:01:17,94
8783,CargaDetalleOrdenes,Éxito,2026-01-04 23:46:13,75
8784,CargaDetalleOrdenes,Éxito,2026-01-27 14:00:56,26
8785,CargaDetalleOrdenes,Éxito,2026-01-21 15:27:38,6
8786,CargaDetalleOrdenes,Éxito,2026-01-24 07:16:27,84
8787,CargaDetalleOrdenes,Éxito,2026-01-13 12:36:25,44
8788,CargaDetalleOrdenes,Éxito,2026-01-19 20:38:40,76
8789,CargaDetalleOrdenes,Éxito,2026-01-12 21:22:48,10
8790,CargaDetalleOrdenes,Éxito,2026-01-02 23:20:16,24
8791,CargaDetalleOrdenes,Éxito,2026-01-03 11:01:32,93
8792,CargaDetalleOrdenes,Éxito,2026-01-02 02:51:50,33
8793,CargaDetalleOrdenes,Éxito,2026-01-29 23:14:07,33
8794,CargaDetalleOrdenes,Éxito,2026-01-29 14:48:05,47
8795,CargaDetalleOrdenes,Éxito,2026-01-26 00:04:36,57
8796,CargaDetalleOrdenes,Éxito,2026-01-14 11:06:46,5
8797,CargaDetalleOrdenes,Éxito,2026-01-11 15:17:27,16
8798,CargaDetalleOrdenes,Éxito,2026-01-13 02:09:14,87
8799,CargaDetalleOrdenes,Éxito,2026-01-22 02:18:05,23
8800,CargaDetalleOrdenes,Éxito,2026-01-06 18:20:34,81
8801,CargaDetalleOrdenes,Éxito,2026-01-05 16:45:29,3
8802,CargaDetalleOrdenes,Éxito,2026-01-12 20:39:06,7
8803,CargaDetalleOrdenes,Éxito,2026-01-22 15:14:32,90
