id_detalle,id_orden,id_producto,id_cliente,id_empleado,id_tienda,id_metodo_pago,id_tiempo,cantidad,precio_unitario,descuento,subtotal,fecha_orden,estado
5301,3795,11,239,5,12,1,253,1,333812.0,0.0,333812,2023-09-10 18:08:00,Completada
5302,3795,6,239,5,12,1,253,1,1228186.0,0.0,1228186,2023-09-10 18:08:00,Completada
5303,3795,64,239,5,12,1,253,4,2795884.0,0.0,11183536,2023-09-10 18:08:00,Completada
5304,1528,67,105,6,3,5,253,4,1401568.0,0.05,5325958,2023-09-10 20:57:00,Completada
5305,1528,14,105,6,3,5,253,4,3484558.0,0.0,13938232,2023-09-10 20:57:00,Completada
5306,1528,78,105,6,3,5,253,1,1867691.0,0.0,1867691,2023-09-10 20:57:00,Completada
5307,2195,54,39,24,13,1,254,4,1053267.0,0.0,4213068,2023-09-11 09:07:00,Enviada
5308,2195,68,39,24,13,1,254,2,3504786.0,0.05,6659093,2023-09-11 09:07:00,Enviada
5309,2195,74,39,24,13,1,254,4,4678819.0,0.1,16843748,2023-09-11 09:07:00,Enviada
5310,2195,20,39,24,13,1,254,3,2061075.0,0.0,6183225,2023-09-11 09:07:00,Enviada
5311,2195,66,39,24,13,1,254,4,951648.0,0.0,3806592,2023-09-11 09:07:00,Enviada
5312,2195,57,39,24,13,1,254,4,1150465.0,0.0,4601860,2023-09-11 09:07:00,Enviada
5313,2195,35,39,24,13,1,254,2,2000134.0,0.0,4000268,2023-09-11 09:07:00,Enviada
5314,2195,17,39,24,13,1,254,3,4988725.0,0.05,14217866,2023-09-11 09:07:00,Enviada
5315,242,56,328,15,10,5,254,1,3481964.0,0.05,3307866,2023-09-11 15:23:00,Completada
5316,242,22,328,15,10,5,254,1,1731906.0,0.05,1645311,2023-09-11 15:23:00,Completada
5317,242,6,328,15,10,5,254,4,1228186.0,0.0,4912744,2023-09-11 15:23:00,Completada
5318,242,80,328,15,10,5,254,1,4868583.0,0.0,4868583,2023-09-11 15:23:00,Completada
5319,242,21,328,15,10,5,254,3,174923.0,0.1,472292,2023-09-11 15:23:00,Completada
5320,242,31,328,15,10,5,254,1,1218378.0,0.0,1218378,2023-09-11 15:23:00,Completada
5321,1341,69,361,12,11,2,254,2,4234839.0,0.0,8469678,2023-09-11 18:01:00,Completada
5322,1341,38,361,12,11,2,254,2,762081.0,0.0,1524162,2023-09-11 18:01:00,Completada
5323,1341,34,361,12,11,2,254,2,4917281.0,0.1,8851106,2023-09-11 18:01:00,Completada
5324,1341,30,361,12,11,2,254,1,1854576.0,0.0,1854576,2023-09-11 18:01:00,Completada
5325,1341,36,361,12,11,2,254,1,4083995.0,0.0,4083995,2023-09-11 18:01:00,Completada
5326,3279,11,387,1,8,1,254,2,333812.0,0.0,667624,2023-09-11 18:35:00,Completada
5327,3279,41,387,1,8,1,254,2,4293210.0,0.0,8586420,2023-09-11 18:35:00,Completada
5328,3279,22,387,1,8,1,254,3,1731906.0,0.0,5195718,2023-09-11 18:35:00,Completada
5329,3279,19,387,1,8,1,254,3,4883309.0,0.05,13917431,2023-09-11 18:35:00,Completada
5330,3279,42,387,1,8,1,254,2,1636535.0,0.0,3273070,2023-09-11 18:35:00,Completada
5331,3279,40,387,1,8,1,254,1,3482106.0,0.0,3482106,2023-09-11 18:35:00,Completada
5332,3279,26,387,1,8,1,254,3,2244438.0,0.1,6059983,2023-09-11 18:35:00,Completada
5333,3279,71,387,1,8,1,254,3,2028496.0,0.0,6085488,2023-09-11 18:35:00,Completada
5334,3648,41,355,19,8,2,255,4,4293210.0,0.0,17172840,2023-09-12 12:15:00,Completada
5335,3602,9,267,9,10,1,255,1,2794929.0,0.15,2375690,2023-09-12 16:47:00,Completada
5336,3602,46,267,9,10,1,255,2,1749843.0,0.05,3324702,2023-09-12 16:47:00,Completada
5337,3602,11,267,9,10,1,255,2,333812.0,0.0,667624,2023-09-12 16:47:00,Completada
5338,3602,78,267,9,10,1,255,3,1867691.0,0.0,5603073,2023-09-12 16:47:00,Completada
5339,3602,12,267,9,10,1,255,1,1277038.0,0.15,1085482,2023-09-12 16:47:00,Completada
5340,3602,23,267,9,10,1,255,2,3175413.0,0.15,5398202,2023-09-12 16:47:00,Completada
5341,3602,5,267,9,10,1,255,4,1354368.0,0.0,5417472,2023-09-12 16:47:00,Completada
5342,3602,3,267,9,10,1,255,2,2429302.0,0.2,3886883,2023-09-12 16:47:00,Completada
5343,3878,78,106,9,3,5,255,4,1867691.0,0.0,7470764,2023-09-12 20:48:00,Completada
5344,3878,23,106,9,3,5,255,3,3175413.0,0.0,9526239,2023-09-12 20:48:00,Completada
5345,3878,25,106,9,3,5,255,1,2659364.0,0.0,2659364,2023-09-12 20:48:00,Completada
5346,3878,47,106,9,3,5,255,4,489921.0,0.0,1959684,2023-09-12 20:48:00,Completada
5347,3878,5,106,9,3,5,255,1,1354368.0,0.0,1354368,2023-09-12 20:48:00,Completada
5348,3878,50,106,9,3,5,255,1,2593579.0,0.0,2593579,2023-09-12 20:48:00,Completada
5349,3222,42,137,11,15,5,256,4,1636535.0,0.2,5236912,2023-09-13 15:19:00,Devuelta
5350,3915,75,333,18,2,3,256,2,3928850.0,0.0,7857700,2023-09-13 16:07:00,Completada
5351,3915,4,333,18,2,3,256,4,3465256.0,0.0,13861024,2023-09-13 16:07:00,Completada
5352,3915,29,333,18,2,3,256,4,413458.0,0.0,1653832,2023-09-13 16:07:00,Completada
5353,3915,55,333,18,2,3,256,4,2711825.0,0.0,10847300,2023-09-13 16:07:00,Completada
5354,3915,7,333,18,2,3,256,1,849772.0,0.0,849772,2023-09-13 16:07:00,Completada
5355,3915,44,333,18,2,3,256,1,3558636.0,0.0,3558636,2023-09-13 16:07:00,Completada
5356,4332,52,355,11,8,3,256,4,3381694.0,0.15,11497760,2023-09-13 19:31:00,Cancelada
5357,4332,51,355,11,8,3,256,4,4190173.0,0.15,14246588,2023-09-13 19:31:00,Cancelada
5358,4332,4,355,11,8,3,256,4,3465256.0,0.15,11781870,2023-09-13 19:31:00,Cancelada
5359,4332,56,355,11,8,3,256,1,3481964.0,0.0,3481964,2023-09-13 19:31:00,Cancelada
5360,4332,73,355,11,8,3,256,1,4256133.0,0.05,4043326,2023-09-13 19:31:00,Cancelada
5361,4332,36,355,11,8,3,256,4,4083995.0,0.0,16335980,2023-09-13 19:31:00,Cancelada
5362,3872,49,47,23,17,5,257,2,1993884.0,0.2,3190214,2023-09-14 09:20:00,Completada
5363,3872,59,47,23,17,5,257,1,4911020.0,0.2,3928816,2023-09-14 09:20:00,Completada
5364,3872,77,47,23,17,5,257,2,2907626.0,0.0,5815252,2023-09-14 09:20:00,Completada
5365,1941,17,73,11,17,4,257,3,4988725.0,0.15,12721249,2023-09-14 19:28:00,Completada
5366,4875,17,246,10,17,2,257,4,4988725.0,0.15,16961665,2023-09-14 22:34:00,Completada
5367,4875,8,246,10,17,2,257,1,1101633.0,0.2,881306,2023-09-14 22:34:00,Completada
5368,4875,33,246,10,17,2,257,2,2356800.0,0.0,4713600,2023-09-14 22:34:00,Completada
5369,2381,80,313,22,4,1,258,1,4868583.0,0.0,4868583,2023-09-15 10:00:00,Completada
5370,2381,1,313,22,4,1,258,4,831633.0,0.0,3326532,2023-09-15 10:00:00,Completada
5371,2381,79,313,22,4,1,258,4,4701266.0,0.1,16924558,2023-09-15 10:00:00,Completada
5372,2381,48,313,22,4,1,258,3,4703211.0,0.0,14109633,2023-09-15 10:00:00,Completada
5373,2381,29,313,22,4,1,258,1,413458.0,0.1,372112,2023-09-15 10:00:00,Completada
5374,2381,56,313,22,4,1,258,1,3481964.0,0.0,3481964,2023-09-15 10:00:00,Completada
5375,2381,70,313,22,4,1,258,3,4283058.0,0.0,12849174,2023-09-15 10:00:00,Completada
5376,3316,66,476,1,17,5,258,3,951648.0,0.1,2569450,2023-09-15 12:36:00,Completada
5377,3316,49,476,1,17,5,258,2,1993884.0,0.2,3190214,2023-09-15 12:36:00,Completada
5378,4323,15,299,17,17,1,258,3,3564230.0,0.0,10692690,2023-09-15 18:28:00,Completada
5379,4323,31,299,17,17,1,258,2,1218378.0,0.0,2436756,2023-09-15 18:28:00,Completada
5380,1296,63,278,8,4,3,259,2,4827443.0,0.05,9172142,2023-09-16 08:27:00,Completada
5381,1296,44,278,8,4,3,259,3,3558636.0,0.0,10675908,2023-09-16 08:27:00,Completada
5382,4008,10,400,23,10,1,259,4,2025142.0,0.0,8100568,2023-09-16 10:22:00,Completada
5383,4008,50,400,23,10,1,259,3,2593579.0,0.05,7391700,2023-09-16 10:22:00,Completada
5384,4008,6,400,23,10,1,259,2,1228186.0,0.15,2087916,2023-09-16 10:22:00,Completada
5385,4008,64,400,23,10,1,259,4,2795884.0,0.0,11183536,2023-09-16 10:22:00,Completada
5386,4008,8,400,23,10,1,259,2,1101633.0,0.2,1762613,2023-09-16 10:22:00,Completada
5387,4008,20,400,23,10,1,259,3,2061075.0,0.0,6183225,2023-09-16 10:22:00,Completada
5388,4008,2,400,23,10,1,259,3,2675106.0,0.0,8025318,2023-09-16 10:22:00,Completada
5389,3935,56,89,25,4,6,259,2,3481964.0,0.05,6615732,2023-09-16 10:24:00,Completada
5390,4373,14,200,24,4,3,259,1,3484558.0,0.05,3310330,2023-09-16 16:07:00,Completada
5391,4373,72,200,24,4,3,259,4,4439973.0,0.0,17759892,2023-09-16 16:07:00,Completada
5392,4373,74,200,24,4,3,259,2,4678819.0,0.0,9357638,2023-09-16 16:07:00,Completada
5393,4373,10,200,24,4,3,259,4,2025142.0,0.2,6480454,2023-09-16 16:07:00,Completada
5394,4373,49,200,24,4,3,259,2,1993884.0,0.2,3190214,2023-09-16 16:07:00,Completada
5395,4373,35,200,24,4,3,259,3,2000134.0,0.2,4800322,2023-09-16 16:07:00,Completada
5396,4373,67,200,24,4,3,259,3,1401568.0,0.0,4204704,2023-09-16 16:07:00,Completada
5397,4373,7,200,24,4,3,259,1,849772.0,0.15,722306,2023-09-16 16:07:00,Completada
5398,3211,6,97,24,7,4,259,1,1228186.0,0.2,982549,2023-09-16 16:34:00,Completada
5399,3211,78,97,24,7,4,259,3,1867691.0,0.0,5603073,2023-09-16 16:34:00,Completada
5400,3211,38,97,24,7,4,259,4,762081.0,0.0,3048324,2023-09-16 16:34:00,Completada
5401,180,39,289,22,12,5,259,4,2545912.0,0.0,10183648,2023-09-16 16:37:00,Completada
5402,180,75,289,22,12,5,259,2,3928850.0,0.0,7857700,2023-09-16 16:37:00,Completada
5403,180,18,289,22,12,5,259,3,1341237.0,0.0,4023711,2023-09-16 16:37:00,Completada
5404,180,16,289,22,12,5,259,3,748954.0,0.0,2246862,2023-09-16 16:37:00,Completada
5405,3813,80,477,12,16,5,259,2,4868583.0,0.0,9737166,2023-09-16 16:42:00,Completada
5406,3813,44,477,12,16,5,259,3,3558636.0,0.0,10675908,2023-09-16 16:42:00,Completada
5407,3813,50,477,12,16,5,259,3,2593579.0,0.0,7780737,2023-09-16 16:42:00,Completada
5408,3417,63,429,6,1,1,259,2,4827443.0,0.15,8206653,2023-09-16 18:32:00,Completada
5409,3417,68,429,6,1,1,259,3,3504786.0,0.15,8937204,2023-09-16 18:32:00,Completada
5410,3417,27,429,6,1,1,259,4,2768937.0,0.0,11075748,2023-09-16 18:32:00,Completada
5411,3417,73,429,6,1,1,259,1,4256133.0,0.0,4256133,2023-09-16 18:32:00,Completada
5412,3417,78,429,6,1,1,259,1,1867691.0,0.0,1867691,2023-09-16 18:32:00,Completada
5413,3417,79,429,6,1,1,259,4,4701266.0,0.1,16924558,2023-09-16 18:32:00,Completada
5414,3417,23,429,6,1,1,259,2,3175413.0,0.0,6350826,2023-09-16 18:32:00,Completada
5415,3417,5,429,6,1,1,259,1,1354368.0,0.0,1354368,2023-09-16 18:32:00,Completada
5416,4887,6,474,22,15,5,259,1,1228186.0,0.15,1043958,2023-09-16 21:02:00,Pendiente
5417,4887,10,474,22,15,5,259,2,2025142.0,0.0,4050284,2023-09-16 21:02:00,Pendiente
5418,4887,35,474,22,15,5,259,1,2000134.0,0.0,2000134,2023-09-16 21:02:00,Pendiente
5419,4887,18,474,22,15,5,259,1,1341237.0,0.0,1341237,2023-09-16 21:02:00,Pendiente
5420,4887,54,474,22,15,5,259,1,1053267.0,0.0,1053267,2023-09-16 21:02:00,Pendiente
5421,4887,60,474,22,15,5,259,1,2588013.0,0.0,2588013,2023-09-16 21:02:00,Pendiente
5422,4887,34,474,22,15,5,259,3,4917281.0,0.0,14751843,2023-09-16 21:02:00,Pendiente
5423,4413,79,171,3,15,4,260,4,4701266.0,0.0,18805064,2023-09-17 12:17:00,Completada
5424,4413,80,171,3,15,4,260,3,4868583.0,0.0,14605749,2023-09-17 12:17:00,Completada
5425,2667,35,149,21,19,2,260,1,2000134.0,0.05,1900127,2023-09-17 15:16:00,Completada
5426,2667,56,149,21,19,2,260,2,3481964.0,0.0,6963928,2023-09-17 15:16:00,Completada
5427,2667,18,149,21,19,2,260,3,1341237.0,0.0,4023711,2023-09-17 15:16:00,Completada
5428,2667,4,149,21,19,2,260,3,3465256.0,0.05,9875980,2023-09-17 15:16:00,Completada
5429,2667,42,149,21,19,2,260,1,1636535.0,0.0,1636535,2023-09-17 15:16:00,Completada
5430,2667,13,149,21,19,2,260,4,1241912.0,0.0,4967648,2023-09-17 15:16:00,Completada
5431,2667,53,149,21,19,2,260,3,3678728.0,0.15,9380756,2023-09-17 15:16:00,Completada
5432,2667,62,149,21,19,2,260,3,4981306.0,0.15,12702330,2023-09-17 15:16:00,Completada
5433,1093,5,101,21,2,3,260,2,1354368.0,0.05,2573299,2023-09-17 19:49:00,Completada
5434,1093,50,101,21,2,3,260,4,2593579.0,0.2,8299453,2023-09-17 19:49:00,Completada
5435,1093,18,101,21,2,3,260,3,1341237.0,0.0,4023711,2023-09-17 19:49:00,Completada
5436,1093,4,101,21,2,3,260,2,3465256.0,0.0,6930512,2023-09-17 19:49:00,Completada
5437,1002,33,366,7,2,6,260,1,2356800.0,0.0,2356800,2023-09-17 19:55:00,Completada
5438,1002,65,366,7,2,6,260,3,4414355.0,0.0,13243065,2023-09-17 19:55:00,Completada
5439,1002,44,366,7,2,6,260,3,3558636.0,0.2,8540726,2023-09-17 19:55:00,Completada
5440,1002,73,366,7,2,6,260,2,4256133.0,0.0,8512266,2023-09-17 19:55:00,Completada
5441,1002,6,366,7,2,6,260,1,1228186.0,0.0,1228186,2023-09-17 19:55:00,Completada
5442,1002,67,366,7,2,6,260,3,1401568.0,0.15,3573998,2023-09-17 19:55:00,Completada
5443,1002,23,366,7,2,6,260,1,3175413.0,0.15,2699101,2023-09-17 19:55:00,Completada
5444,1002,12,366,7,2,6,260,3,1277038.0,0.0,3831114,2023-09-17 19:55:00,Completada
5445,2581,77,182,20,20,4,261,1,2907626.0,0.0,2907626,2023-09-18 08:44:00,Enviada
5446,2581,58,182,20,20,4,261,4,883025.0,0.0,3532100,2023-09-18 08:44:00,Enviada
5447,2581,38,182,20,20,4,261,3,762081.0,0.0,2286243,2023-09-18 08:44:00,Enviada
5448,2581,55,182,20,20,4,261,1,2711825.0,0.2,2169460,2023-09-18 08:44:00,Enviada
5449,2581,68,182,20,20,4,261,1,3504786.0,0.0,3504786,2023-09-18 08:44:00,Enviada
5450,3369,41,378,18,6,2,261,1,4293210.0,0.0,4293210,2023-09-18 12:59:00,Completada
5451,4004,4,151,1,12,6,261,1,3465256.0,0.0,3465256,2023-09-18 13:48:00,Completada
5452,4004,60,151,1,12,6,261,4,2588013.0,0.0,10352052,2023-09-18 13:48:00,Completada
5453,4004,64,151,1,12,6,261,1,2795884.0,0.0,2795884,2023-09-18 13:48:00,Completada
5454,3244,57,10,24,11,5,261,1,1150465.0,0.15,977895,2023-09-18 15:45:00,Completada
5455,3244,7,10,24,11,5,261,4,849772.0,0.0,3399088,2023-09-18 15:45:00,Completada
5456,3244,15,10,24,11,5,261,4,3564230.0,0.15,12118382,2023-09-18 15:45:00,Completada
5457,3244,69,10,24,11,5,261,2,4234839.0,0.0,8469678,2023-09-18 15:45:00,Completada
5458,3244,25,10,24,11,5,261,3,2659364.0,0.1,7180283,2023-09-18 15:45:00,Completada
5459,3244,39,10,24,11,5,261,2,2545912.0,0.0,5091824,2023-09-18 15:45:00,Completada
5460,3244,32,10,24,11,5,261,1,4017667.0,0.0,4017667,2023-09-18 15:45:00,Completada
5461,2338,28,321,12,4,6,261,2,2967557.0,0.2,4748091,2023-09-18 16:06:00,Completada
5462,2338,46,321,12,4,6,261,4,1749843.0,0.05,6649403,2023-09-18 16:06:00,Completada
5463,2338,66,321,12,4,6,261,3,951648.0,0.15,2426702,2023-09-18 16:06:00,Completada
5464,2338,12,321,12,4,6,261,2,1277038.0,0.15,2170965,2023-09-18 16:06:00,Completada
5465,2338,61,321,12,4,6,261,3,1311538.0,0.1,3541153,2023-09-18 16:06:00,Completada
5466,2338,20,321,12,4,6,261,2,2061075.0,0.0,4122150,2023-09-18 16:06:00,Completada
5467,2338,39,321,12,4,6,261,3,2545912.0,0.0,7637736,2023-09-18 16:06:00,Completada
5468,2338,26,321,12,4,6,261,3,2244438.0,0.0,6733314,2023-09-18 16:06:00,Completada
5469,3933,75,160,20,14,1,262,2,3928850.0,0.0,7857700,2023-09-19 12:00:00,Completada
5470,3933,56,160,20,14,1,262,4,3481964.0,0.2,11142285,2023-09-19 12:00:00,Completada
5471,3933,21,160,20,14,1,262,1,174923.0,0.0,174923,2023-09-19 12:00:00,Completada
5472,3933,6,160,20,14,1,262,3,1228186.0,0.0,3684558,2023-09-19 12:00:00,Completada
5473,3020,4,84,25,1,6,262,3,3465256.0,0.2,8316614,2023-09-19 15:55:00,Completada
5474,3020,19,84,25,1,6,262,4,4883309.0,0.05,18556574,2023-09-19 15:55:00,Completada
5475,3020,56,84,25,1,6,262,1,3481964.0,0.15,2959669,2023-09-19 15:55:00,Completada
5476,3020,31,84,25,1,6,262,1,1218378.0,0.05,1157459,2023-09-19 15:55:00,Completada
5477,3020,55,84,25,1,6,262,2,2711825.0,0.15,4610102,2023-09-19 15:55:00,Completada
5478,3020,52,84,25,1,6,262,1,3381694.0,0.05,3212609,2023-09-19 15:55:00,Completada
5479,3084,67,55,21,19,5,262,2,1401568.0,0.0,2803136,2023-09-19 18:57:00,Completada
5480,3084,76,55,21,19,5,262,2,3348251.0,0.1,6026852,2023-09-19 18:57:00,Completada
5481,3084,43,55,21,19,5,262,3,1109003.0,0.05,3160659,2023-09-19 18:57:00,Completada
5482,1833,58,97,9,8,5,263,3,883025.0,0.15,2251714,2023-09-20 08:33:00,Completada
5483,1833,56,97,9,8,5,263,3,3481964.0,0.15,8879008,2023-09-20 08:33:00,Completada
5484,1833,42,97,9,8,5,263,3,1636535.0,0.0,4909605,2023-09-20 08:33:00,Completada
5485,1833,16,97,9,8,5,263,2,748954.0,0.0,1497908,2023-09-20 08:33:00,Completada
5486,1833,45,97,9,8,5,263,4,4049410.0,0.15,13767994,2023-09-20 08:33:00,Completada
5487,1833,34,97,9,8,5,263,2,4917281.0,0.0,9834562,2023-09-20 08:33:00,Completada
5488,1833,48,97,9,8,5,263,2,4703211.0,0.0,9406422,2023-09-20 08:33:00,Completada
5489,1833,51,97,9,8,5,263,2,4190173.0,0.0,8380346,2023-09-20 08:33:00,Completada
5490,1537,67,221,6,10,2,263,1,1401568.0,0.0,1401568,2023-09-20 09:24:00,Cancelada
5491,1537,75,221,6,10,2,263,4,3928850.0,0.0,15715400,2023-09-20 09:24:00,Cancelada
5492,1537,53,221,6,10,2,263,2,3678728.0,0.0,7357456,2023-09-20 09:24:00,Cancelada
5493,1537,56,221,6,10,2,263,1,3481964.0,0.0,3481964,2023-09-20 09:24:00,Cancelada
5494,1537,29,221,6,10,2,263,1,413458.0,0.0,413458,2023-09-20 09:24:00,Cancelada
5495,3531,17,103,10,16,3,263,2,4988725.0,0.0,9977450,2023-09-20 12:47:00,Completada
5496,3531,21,103,10,16,3,263,4,174923.0,0.0,699692,2023-09-20 12:47:00,Completada
5497,3531,64,103,10,16,3,263,3,2795884.0,0.0,8387652,2023-09-20 12:47:00,Completada
5498,3531,24,103,10,16,3,263,3,3406720.0,0.1,9198144,2023-09-20 12:47:00,Completada
5499,3531,78,103,10,16,3,263,2,1867691.0,0.05,3548613,2023-09-20 12:47:00,Completada
5500,3531,25,103,10,16,3,263,2,2659364.0,0.0,5318728,2023-09-20 12:47:00,Completada
5501,1650,42,357,2,19,5,263,2,1636535.0,0.15,2782110,2023-09-20 18:41:00,Completada
5502,3368,12,220,7,5,5,263,2,1277038.0,0.1,2298668,2023-09-20 19:04:00,Completada
5503,3368,32,220,7,5,5,263,4,4017667.0,0.1,14463601,2023-09-20 19:04:00,Completada
5504,3150,38,192,3,8,5,265,4,762081.0,0.05,2895908,2023-09-22 10:12:00,Completada
5505,3150,25,192,3,8,5,265,4,2659364.0,0.0,10637456,2023-09-22 10:12:00,Completada
5506,3150,62,192,3,8,5,265,4,4981306.0,0.0,19925224,2023-09-22 10:12:00,Completada
5507,3150,14,192,3,8,5,265,3,3484558.0,0.0,10453674,2023-09-22 10:12:00,Completada
5508,3056,56,269,2,17,1,265,3,3481964.0,0.0,10445892,2023-09-22 11:55:00,Completada
5509,4270,2,47,8,9,2,265,3,2675106.0,0.0,8025318,2023-09-22 15:23:00,Enviada
5510,4270,80,47,8,9,2,265,3,4868583.0,0.1,13145174,2023-09-22 15:23:00,Enviada
5511,4270,28,47,8,9,2,265,3,2967557.0,0.15,7567270,2023-09-22 15:23:00,Enviada
5512,4270,55,47,8,9,2,265,2,2711825.0,0.0,5423650,2023-09-22 15:23:00,Enviada
5513,4270,1,47,8,9,2,265,2,831633.0,0.0,1663266,2023-09-22 15:23:00,Enviada
5514,4270,4,47,8,9,2,265,4,3465256.0,0.0,13861024,2023-09-22 15:23:00,Enviada
5515,542,52,39,8,9,4,266,3,3381694.0,0.0,10145082,2023-09-23 17:56:00,Completada
5516,542,75,39,8,9,4,266,2,3928850.0,0.0,7857700,2023-09-23 17:56:00,Completada
5517,4236,33,215,17,18,2,266,1,2356800.0,0.0,2356800,2023-09-23 19:43:00,Completada
5518,4236,7,215,17,18,2,266,4,849772.0,0.0,3399088,2023-09-23 19:43:00,Completada
5519,4236,39,215,17,18,2,266,3,2545912.0,0.1,6873962,2023-09-23 19:43:00,Completada
5520,4236,19,215,17,18,2,266,2,4883309.0,0.0,9766618,2023-09-23 19:43:00,Completada
5521,4236,51,215,17,18,2,266,4,4190173.0,0.0,16760692,2023-09-23 19:43:00,Completada
5522,4236,37,215,17,18,2,266,2,3993742.0,0.0,7987484,2023-09-23 19:43:00,Completada
5523,4236,43,215,17,18,2,266,1,1109003.0,0.0,1109003,2023-09-23 19:43:00,Completada
5524,2764,8,439,16,19,6,267,2,1101633.0,0.0,2203266,2023-09-24 09:27:00,Completada
5525,2764,2,439,16,19,6,267,1,2675106.0,0.0,2675106,2023-09-24 09:27:00,Completada
5526,2764,7,439,16,19,6,267,2,849772.0,0.05,1614567,2023-09-24 09:27:00,Completada
5527,2764,61,439,16,19,6,267,1,1311538.0,0.0,1311538,2023-09-24 09:27:00,Completada
5528,2764,70,439,16,19,6,267,2,4283058.0,0.0,8566116,2023-09-24 09:27:00,Completada
5529,4503,33,333,24,15,5,267,2,2356800.0,0.0,4713600,2023-09-24 11:58:00,Completada
5530,4503,2,333,24,15,5,267,3,2675106.0,0.05,7624052,2023-09-24 11:58:00,Completada
5531,4045,1,379,5,12,2,267,2,831633.0,0.0,1663266,2023-09-24 13:23:00,Cancelada
5532,4045,57,379,5,12,2,267,4,1150465.0,0.15,3911581,2023-09-24 13:23:00,Cancelada
5533,4045,70,379,5,12,2,267,1,4283058.0,0.1,3854752,2023-09-24 13:23:00,Cancelada
5534,4045,43,379,5,12,2,267,3,1109003.0,0.0,3327009,2023-09-24 13:23:00,Cancelada
5535,4045,49,379,5,12,2,267,4,1993884.0,0.0,7975536,2023-09-24 13:23:00,Cancelada
5536,4045,78,379,5,12,2,267,1,1867691.0,0.0,1867691,2023-09-24 13:23:00,Cancelada
5537,4045,13,379,5,12,2,267,2,1241912.0,0.0,2483824,2023-09-24 13:23:00,Cancelada
5538,4045,12,379,5,12,2,267,3,1277038.0,0.0,3831114,2023-09-24 13:23:00,Cancelada
5539,2462,2,387,24,18,1,267,2,2675106.0,0.15,4547680,2023-09-24 14:42:00,Completada
5540,2462,19,387,24,18,1,267,2,4883309.0,0.05,9278287,2023-09-24 14:42:00,Completada
5541,2462,28,387,24,18,1,267,4,2967557.0,0.05,11276717,2023-09-24 14:42:00,Completada
5542,2462,17,387,24,18,1,267,3,4988725.0,0.0,14966175,2023-09-24 14:42:00,Completada
5543,3236,20,408,10,18,6,267,2,2061075.0,0.0,4122150,2023-09-24 15:13:00,Completada
5544,3236,6,408,10,18,6,267,1,1228186.0,0.0,1228186,2023-09-24 15:13:00,Completada
5545,3236,31,408,10,18,6,267,1,1218378.0,0.0,1218378,2023-09-24 15:13:00,Completada
5546,3236,65,408,10,18,6,267,2,4414355.0,0.0,8828710,2023-09-24 15:13:00,Completada
5547,3236,43,408,10,18,6,267,3,1109003.0,0.1,2994308,2023-09-24 15:13:00,Completada
5548,2971,78,333,2,7,1,267,4,1867691.0,0.0,7470764,2023-09-24 21:38:00,Completada
5549,2971,68,333,2,7,1,267,4,3504786.0,0.0,14019144,2023-09-24 21:38:00,Completada
5550,1739,5,175,16,18,3,267,4,1354368.0,0.0,5417472,2023-09-24 22:38:00,Enviada
5551,1739,75,175,16,18,3,267,3,3928850.0,0.0,11786550,2023-09-24 22:38:00,Enviada
5552,1739,22,175,16,18,3,267,2,1731906.0,0.05,3290621,2023-09-24 22:38:00,Enviada
5553,1739,17,175,16,18,3,267,4,4988725.0,0.0,19954900,2023-09-24 22:38:00,Enviada
5554,1739,71,175,16,18,3,267,4,2028496.0,0.2,6491187,2023-09-24 22:38:00,Enviada
5555,2521,19,156,16,5,4,268,2,4883309.0,0.0,9766618,2023-09-25 08:11:00,Completada
5556,1142,40,440,19,20,1,268,3,3482106.0,0.0,10446318,2023-09-25 11:18:00,Cancelada
5557,1142,51,440,19,20,1,268,1,4190173.0,0.0,4190173,2023-09-25 11:18:00,Cancelada
5558,1142,77,440,19,20,1,268,1,2907626.0,0.0,2907626,2023-09-25 11:18:00,Cancelada
5559,1142,49,440,19,20,1,268,4,1993884.0,0.0,7975536,2023-09-25 11:18:00,Cancelada
5560,4382,44,30,3,8,3,268,1,3558636.0,0.1,3202772,2023-09-25 15:40:00,Completada
5561,4382,30,30,3,8,3,268,3,1854576.0,0.0,5563728,2023-09-25 15:40:00,Completada
5562,4382,69,30,3,8,3,268,3,4234839.0,0.15,10798839,2023-09-25 15:40:00,Completada
5563,4382,53,30,3,8,3,268,1,3678728.0,0.0,3678728,2023-09-25 15:40:00,Completada
5564,4382,70,30,3,8,3,268,1,4283058.0,0.0,4283058,2023-09-25 15:40:00,Completada
5565,4382,20,30,3,8,3,268,1,2061075.0,0.0,2061075,2023-09-25 15:40:00,Completada
5566,1481,36,438,2,2,3,268,2,4083995.0,0.0,8167990,2023-09-25 15:58:00,Completada
5567,1018,78,415,10,3,2,268,1,1867691.0,0.0,1867691,2023-09-25 17:54:00,Completada
5568,1018,16,415,10,3,2,268,1,748954.0,0.0,748954,2023-09-25 17:54:00,Completada
5569,1018,47,415,10,3,2,268,3,489921.0,0.0,1469763,2023-09-25 17:54:00,Completada
5570,4051,58,287,25,20,3,268,2,883025.0,0.0,1766050,2023-09-25 18:47:00,Devuelta
5571,4051,77,287,25,20,3,268,1,2907626.0,0.1,2616863,2023-09-25 18:47:00,Devuelta
5572,4051,30,287,25,20,3,268,3,1854576.0,0.05,5285542,2023-09-25 18:47:00,Devuelta
